Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 2.683E+00, 1.443E+03, 8.297E+02, 7.886E+02, 1.740E+02, 1.308E+02, 7.445E+01, 2.626E-02, 6.235E+02, 4.720E+01, 1.052E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.114E+03
