s,C,1/m,m,1/m,1/m,1/m
Time,T_fire,K_fire,V_fire,K_left,K_right,K_branch
 5.8822558E+001, 2.2865283E+001, 3.2108809E-001, 9.3454248E+000, 1.7429441E-047, 3.2108809E-001, 6.5581171E-024
 5.9139145E+001, 2.3022168E+001, 3.4042464E-001, 8.8150534E+000, 2.7460884E-046, 3.4042464E-001, 2.2987195E-023
 5.9455732E+001, 2.3173280E+001, 3.5819946E-001, 8.3762880E+000, 3.9907898E-045, 3.5819946E-001, 7.3786927E-023
 5.9755349E+001, 2.3273762E+001, 3.7051114E-001, 8.0974061E+000, 4.8301706E-044, 3.7051114E-001, 2.1605239E-022
 6.0022878E+001, 2.3330743E+001, 3.7713744E-001, 7.9546890E+000, 4.5340264E-043, 3.7713744E-001, 5.9312254E-022
 6.0357320E+001, 2.3341580E+001, 3.7538197E-001, 7.9920420E+000, 5.8594661E-042, 3.7538197E-001, 1.8510626E-021
 6.0655795E+001, 2.3301681E+001, 3.6695792E-001, 8.1756849E+000, 7.5965691E-041, 3.6695792E-001, 5.3605884E-021
 6.0961210E+001, 2.3246317E+001, 3.5653932E-001, 8.4152232E+000, 9.7420460E-040, 3.5653932E-001, 1.3591724E-020
 6.1266626E+001, 2.3131487E+001, 3.3620929E-001, 8.9272916E+000, 1.3433669E-038, 3.3620929E-001, 3.9713416E-020
 6.1542831E+001, 2.2994885E+001, 3.1182486E-001, 9.6238607E+000, 1.5360293E-037, 3.1182486E-001, 1.2145006E-019
 6.1822623E+001, 2.2950709E+001, 3.0066257E-001, 9.9780276E+000, 1.6999562E-036, 3.0066257E-001, 3.0882475E-019
 6.2115738E+001, 2.3015346E+001, 3.0709390E-001, 9.7695937E+000, 1.8810168E-035, 3.0709390E-001, 6.9954995E-019
 6.2457443E+001, 2.3061884E+001, 3.1283786E-001, 9.5898935E+000, 2.5342994E-034, 3.1283786E-001, 2.2384589E-018
 6.2717639E+001, 2.3135352E+001, 3.2205337E-001, 9.3160526E+000, 2.3222876E-033, 3.2205337E-001, 7.0097448E-018
 6.3003856E+001, 2.3281861E+001, 3.3423727E-001, 8.9768364E+000, 1.8578992E-032, 3.3423727E-001, 1.5532448E-017
 6.3361626E+001, 2.3439258E+001, 3.4943906E-001, 8.5863751E+000, 1.9946442E-031, 3.4943906E-001, 2.6590286E-017
 6.3647842E+001, 2.3475358E+001, 3.5610218E-001, 8.4245599E+000, 1.6279921E-030, 3.5610218E-001, 6.8267318E-017
 6.3941214E+001, 2.3406028E+001, 3.4797388E-001, 8.6228377E+000, 1.0763496E-029, 3.4797388E-001, 2.8720444E-016
 6.4256052E+001, 2.3246205E+001, 3.2504122E-001, 9.2349881E+000, 7.2008486E-029, 3.2504122E-001, 1.4937158E-015
 6.4570890E+001, 2.3040530E+001, 2.9630948E-001, 1.0132064E+001, 4.6497641E-028, 2.9630948E-001, 8.3762436E-015
 6.4856896E+001, 2.2863184E+001, 2.7118937E-001, 1.1067236E+001, 2.5517478E-027, 2.7118937E-001, 4.2885808E-014
 6.5133292E+001, 2.2786147E+001, 2.5956751E-001, 1.1557787E+001, 1.3055146E-026, 2.5956751E-001, 2.0134857E-013
 6.5409689E+001, 2.2896934E+001, 2.7218104E-001, 1.1032462E+001, 6.9051849E-026, 2.7218104E-001, 8.8785380E-013
 6.5755184E+001, 2.3050843E+001, 2.9445351E-001, 1.0188783E+001, 5.5145620E-025, 2.9445351E-001, 4.7015433E-012
 6.6031580E+001, 2.2931778E+001, 2.8308160E-001, 1.0602278E+001, 4.2958008E-024, 2.8308160E-001, 2.2216927E-011
 6.6307976E+001, 2.2719463E+001, 2.5819841E-001, 1.1627016E+001, 2.9242400E-023, 2.5819841E-001, 9.0964471E-011
 6.6674201E+001, 2.2555734E+001, 2.3777118E-001, 1.2621968E+001, 2.7660922E-022, 2.3777118E-001, 4.8725877E-010
 6.6902228E+001, 2.2500544E+001, 2.2823215E-001, 1.3144916E+001, 1.5814483E-021, 2.2823215E-001, 1.9333921E-009
 6.7247259E+001, 2.2492402E+001, 2.2427146E-001, 1.3376958E+001, 9.7357018E-021, 2.2427146E-001, 8.3884926E-009
 6.7550743E+001, 2.2467126E+001, 2.1737594E-001, 1.3803634E+001, 6.3126886E-020, 2.1737594E-001, 4.0672206E-008
 6.7849826E+001, 2.2394739E+001, 2.0446902E-001, 1.4677106E+001, 4.0885298E-019, 2.0446902E-001, 1.7182260E-007
 6.8148029E+001, 2.2325905E+001, 1.9382699E-001, 1.5480327E+001, 2.2350299E-018, 1.9382699E-001, 6.0760437E-007
 6.8446233E+001, 2.2260023E+001, 1.8558118E-001, 1.6167994E+001, 8.5355644E-018, 1.8558118E-001, 1.8812590E-006
 6.8762328E+001, 2.2202997E+001, 1.7617365E-001, 1.7033296E+001, 8.3582290E-017, 1.7617365E-001, 6.1457434E-006
 6.9024747E+001, 2.2176226E+001, 1.7028551E-001, 1.7617582E+001, 7.7354668E-015, 1.7028551E-001, 1.9043115E-005
 6.9352770E+001, 2.2208628E+001, 1.7580120E-001, 1.7075405E+001, 1.1829271E-012, 1.7580120E-001, 5.1454744E-005
 6.9654667E+001, 2.2345158E+001, 1.9888985E-001, 1.5103910E+001, 1.3805225E-010, 1.9888985E-001, 1.1376632E-004
 6.9939146E+001, 2.2444272E+001, 2.1715079E-001, 1.3817715E+001, 1.0337547E-008, 2.1715079E-001, 1.9992500E-004
 7.0223624E+001, 2.2488229E+001, 2.2602684E-001, 1.3274776E+001, 4.4755632E-007, 2.2602684E-001, 3.0709558E-004
 7.0508103E+001, 2.2530916E+001, 2.3196441E-001, 1.2933182E+001, 1.6502741E-005, 2.3196441E-001, 4.3325612E-004
 7.0849478E+001, 2.2488254E+001, 2.1991895E-001, 1.3652629E+001, 3.2659309E-004, 2.1991895E-001, 5.9942658E-004
 7.1133956E+001, 2.2374438E+001, 1.9596334E-001, 1.5325946E+001, 2.6168487E-003, 1.9596334E-001, 8.0170333E-004
 7.1418435E+001, 2.2256387E+001, 1.7556914E-001, 1.7100786E+001, 3.2578619E-002, 1.7556914E-001, 1.0155585E-003
 7.1725672E+001, 2.2155692E+001, 1.6108515E-001, 1.8630571E+001, 1.2826715E-001, 1.6108515E-001, 1.2541488E-003
 7.2038599E+001, 2.2092669E+001, 1.5469353E-001, 1.9393517E+001, 2.8596696E-001, 1.5469353E-001, 1.5007163E-003
 7.2351525E+001, 2.2084025E+001, 1.5779691E-001, 1.9016602E+001, 4.7777810E-001, 1.5779691E-001, 1.7341469E-003
 7.2601867E+001, 2.2139332E+001, 1.7085047E-001, 1.7570366E+001, 6.2787678E-001, 1.7085047E-001, 1.9258347E-003
 7.2914793E+001, 2.2220613E+001, 1.8733015E-001, 1.6023824E+001, 7.5575932E-001, 1.8733015E-001, 2.1016062E-003
 7.3202590E+001, 2.2288993E+001, 1.9930530E-001, 1.5054870E+001, 8.6816358E-001, 1.9930530E-001, 2.2782687E-003
 7.3522723E+001, 2.2331276E+001, 2.1011010E-001, 1.4282133E+001, 9.4689583E-001, 2.1011010E-001, 2.4573333E-003
 7.3808841E+001, 2.2333183E+001, 2.1701601E-001, 1.3823928E+001, 9.9503340E-001, 2.1701601E-001, 2.6406840E-003
 7.4151643E+001, 2.2271790E+001, 2.1265577E-001, 1.4108183E+001, 1.0159033E+000, 2.1265577E-001, 2.8246903E-003
 7.4442389E+001, 2.2366076E+001, 2.2349949E-001, 1.3444446E+001, 1.0073800E+000, 2.2349949E-001, 3.0018692E-003
 7.4702502E+001, 2.2688732E+001, 2.6420897E-001, 1.1378728E+001, 9.7563897E-001, 2.6420897E-001, 3.1544609E-003
 7.5027643E+001, 2.2982195E+001, 3.0098037E-001, 9.9739277E+000, 9.3632498E-001, 3.0098037E-001, 3.3163797E-003
 7.5352783E+001, 2.3353989E+001, 3.5131393E-001, 8.5793984E+000, 9.0251803E-001, 3.5131393E-001, 3.5231630E-003
 7.5612896E+001, 2.3936314E+001, 4.3457947E-001, 6.9245538E+000, 8.8711839E-001, 4.3457947E-001, 3.7565535E-003
 7.5913696E+001, 2.4755689E+001, 5.5253425E-001, 5.4565608E+000, 8.8316855E-001, 5.5253425E-001, 4.0563095E-003
 7.6255184E+001, 2.5567414E+001, 6.6579608E-001, 4.5108656E+000, 8.8377687E-001, 6.6579608E-001, 4.5893940E-003
 7.6539757E+001, 2.5841937E+001, 6.9698138E-001, 4.3042836E+000, 8.8285164E-001, 6.9698138E-001, 5.4062183E-003
 7.6824330E+001, 2.5709747E+001, 6.7340922E-001, 4.4597342E+000, 8.8137484E-001, 6.7340922E-001, 6.4745057E-003
 7.7108903E+001, 2.4923797E+001, 5.7199576E-001, 5.2563597E+000, 8.8200344E-001, 5.7199576E-001, 7.7616110E-003
 7.7450391E+001, 2.4407938E+001, 5.1206347E-001, 5.8600125E+000, 9.0155030E-001, 5.1206347E-001, 9.0186742E-003
 7.7734964E+001, 2.4313705E+001, 5.1188043E-001, 5.8613154E+000, 9.6054741E-001, 5.1188043E-001, 1.0334593E-002
 7.8019537E+001, 2.5139326E+001, 6.3771057E-001, 4.8463480E+000, 1.0274098E+000, 6.3771057E-001, 1.1917144E-002
 7.8304110E+001, 3.0053797E+001, 1.3274915E+000, 2.3152651E+000, 1.0618253E+000, 1.3274915E+000, 1.3927671E-002
 7.8645598E+001, 3.2404759E+001, 1.6244207E+000, 1.8468421E+000, 1.0667346E+000, 1.6244207E+000, 1.6643490E-002
 7.8930171E+001, 3.2887449E+001, 1.6636790E+000, 1.8038887E+000, 1.0142086E+000, 1.6636790E+000, 2.0448849E-002
 7.9241426E+001, 3.2996303E+001, 1.6945133E+000, 1.7717858E+000, 9.3427577E-001, 1.6945133E+000, 3.0629497E-002
 7.9546633E+001, 3.0516353E+001, 1.3568144E+000, 2.2302880E+000, 8.6592330E-001, 1.3568144E+000, 5.2617186E-002
 7.9800973E+001, 2.8057703E+001, 1.0051110E+000, 3.0010024E+000, 8.2808098E-001, 1.0051110E+000, 8.1864898E-002
 8.0106181E+001, 2.6313118E+001, 7.5061021E-001, 4.0314629E+000, 8.0077811E-001, 7.5061021E-001, 1.2162091E-001
 8.0411388E+001, 2.4979581E+001, 5.7024222E-001, 5.2753819E+000, 7.7555513E-001, 5.7024222E-001, 1.8682360E-001
 8.0742030E+001, 2.6512896E+001, 8.0316253E-001, 3.9627340E+000, 7.4828259E-001, 8.0316253E-001, 2.7861137E-001
 8.1048614E+001, 2.9659010E+001, 1.2775703E+000, 2.3516197E+000, 7.2278274E-001, 1.2775703E+000, 3.7326891E-001
 8.1340625E+001, 3.0337478E+001, 1.3407437E+000, 2.2417179E+000, 7.1511686E-001, 1.3407437E+000, 4.4955824E-001
 8.1632636E+001, 3.1437203E+001, 1.4814202E+000, 2.0311981E+000, 7.6027221E-001, 1.4814202E+000, 5.1019288E-001
 8.1924648E+001, 3.8417063E+001, 2.6627876E+000, 1.1729602E+000, 1.0282781E+000, 2.6627876E+000, 5.6085987E-001
 8.2216659E+001, 4.3928842E+001, 3.3665979E+000, 8.9805042E-001, 1.3907144E+000, 3.3665979E+000, 6.0060404E-001
 8.2508670E+001, 3.3060293E+001, 1.8337615E+000, 1.7083622E+000, 1.6663175E+000, 1.8337615E+000, 6.2665517E-001
 8.2800681E+001, 2.7975198E+001, 1.0756142E+000, 2.8137991E+000, 1.8121620E+000, 1.0756142E+000, 6.3825495E-001
 8.3141361E+001, 2.7267907E+001, 9.0350833E-001, 3.3222248E+000, 1.8925685E+000, 9.0350833E-001, 6.3720274E-001
 8.3438239E+001, 2.9439200E+001, 1.1421746E+000, 2.6416737E+000, 2.0047903E+000, 1.1421746E+000, 6.2452785E-001
 8.3705916E+001, 2.9150777E+001, 1.1080895E+000, 2.7206296E+000, 2.1283277E+000, 1.1080895E+000, 6.0303180E-001
 8.4027128E+001, 2.7366605E+001, 8.8821559E-001, 3.3846958E+000, 2.1788175E+000, 8.8821559E-001, 5.6829914E-001
 8.4348341E+001, 2.7302740E+001, 8.8579515E-001, 3.3997603E+000, 2.1572534E+000, 8.8579515E-001, 5.1613418E-001
 8.4616018E+001, 3.0599268E+001, 1.3340066E+000, 2.2985535E+000, 2.0390919E+000, 1.3340066E+000, 4.6190553E-001
 8.4905109E+001, 3.5535731E+001, 1.9686533E+000, 1.5304116E+000, 1.8799568E+000, 1.9686533E+000, 4.0939413E-001
 8.5258442E+001, 3.6228854E+001, 1.9940059E+000, 1.5073511E+000, 1.6793336E+000, 1.9940059E+000, 3.5514809E-001
 8.5512529E+001, 3.5331407E+001, 1.8553039E+000, 1.6172694E+000, 1.5130057E+000, 1.8553039E+000, 3.1671764E-001
 8.5802012E+001, 3.6112224E+001, 1.9960311E+000, 1.5041397E+000, 1.4111805E+000, 1.9960311E+000, 2.9120111E-001
 8.6121752E+001, 3.1145937E+001, 1.3354709E+000, 2.3268176E+000, 1.3300807E+000, 1.3354709E+000, 2.6911799E-001
 8.6441492E+001, 2.7547045E+001, 8.3804561E-001, 3.5995387E+000, 1.2666581E+000, 8.3804561E-001, 2.5053937E-001
 8.6739308E+001, 2.6989306E+001, 7.5150511E-001, 3.9922189E+000, 1.2344974E+000, 7.5150511E-001, 2.3553204E-001
 8.7015654E+001, 2.7246605E+001, 8.0215128E-001, 3.7440363E+000, 1.2254581E+000, 8.0215128E-001, 2.2341352E-001
 8.7347271E+001, 2.9822828E+001, 1.1461636E+000, 2.6863119E+000, 1.2181833E+000, 1.1461636E+000, 2.1235519E-001
 8.7623617E+001, 3.3412185E+001, 1.6415012E+000, 1.8293012E+000, 1.2028073E+000, 1.6415012E+000, 2.0274075E-001
 8.7949668E+001, 3.8147451E+001, 2.5579995E+000, 1.2511697E+000, 1.1776110E+000, 2.5579995E+000, 1.9446994E-001
 8.8203159E+001, 4.3878754E+001, 3.6911779E+000, 8.1414721E-001, 1.1829659E+000, 3.6911779E+000, 1.8736906E-001
 8.8531205E+001, 3.4765379E+001, 2.2813253E+000, 1.3948236E+000, 1.2951737E+000, 2.2813253E+000, 1.8078038E-001
 8.8842287E+001, 2.8045800E+001, 1.0378394E+000, 2.9804207E+000, 1.5273061E+000, 1.0378394E+000, 1.7394364E-001
 8.9136405E+001, 2.5868300E+001, 6.6001060E-001, 4.5664669E+000, 1.7264276E+000, 6.6001060E-001, 1.6719454E-001
 8.9430523E+001, 2.7041689E+001, 8.1703326E-001, 3.8238613E+000, 1.8216148E+000, 8.1703326E-001, 1.5952764E-001
 8.9724642E+001, 3.2652933E+001, 1.6221954E+000, 1.9209538E+000, 1.8389778E+000, 1.6221954E+000, 1.5018218E-001
 9.0018760E+001, 3.6404968E+001, 2.1041714E+000, 1.4392612E+000, 1.8266795E+000, 2.1041714E+000, 1.3966725E-001
 9.0337388E+001, 3.0323924E+001, 1.2736920E+000, 2.3902991E+000, 1.7727306E+000, 1.2736920E+000, 1.2799114E-001
 9.0606996E+001, 2.8528093E+001, 1.0367020E+000, 2.8945129E+000, 1.6706578E+000, 1.0367020E+000, 1.1645965E-001
 9.0906756E+001, 3.1243592E+001, 1.4515677E+000, 2.1405397E+000, 1.5529650E+000, 1.4515677E+000, 1.0565247E-001
 9.1242610E+001, 3.7697740E+001, 2.5995666E+000, 1.1609930E+000, 1.4385537E+000, 2.5995666E+000, 9.5028407E-002
 9.1508805E+001, 3.7467919E+001, 2.5764625E+000, 1.1662885E+000, 1.3510503E+000, 2.5764625E+000, 8.6647170E-002
 9.1810977E+001, 3.4386248E+001, 2.0178395E+000, 1.5020181E+000, 1.2931508E+000, 2.0178395E+000, 8.0246750E-002
 9.2115277E+001, 3.0963778E+001, 1.4354839E+000, 2.1043536E+000, 1.2590344E+000, 1.4354839E+000, 7.4964570E-002
 9.2407114E+001, 2.9166454E+001, 1.1481420E+000, 2.6180061E+000, 1.2470169E+000, 1.1481420E+000, 7.1405650E-002
 9.2727589E+001, 2.8426337E+001, 1.0203136E+000, 2.9421115E+000, 1.2555671E+000, 1.0203136E+000, 6.9171069E-002
 9.3002282E+001, 2.7985946E+001, 9.4671150E-001, 3.1700420E+000, 1.2685593E+000, 9.4671150E-001, 6.7908743E-002
 9.3322758E+001, 2.7575054E+001, 8.8403396E-001, 3.3946969E+000, 1.2759600E+000, 8.8403396E-001, 6.7081510E-002
 9.3643233E+001, 2.7371991E+001, 8.5138126E-001, 3.5237432E+000, 1.2651566E+000, 8.5138126E-001, 6.6117295E-002
 9.3945395E+001, 2.7345830E+001, 8.3875155E-001, 3.5768032E+000, 1.2400883E+000, 8.3875155E-001, 6.4772683E-002
 9.4247558E+001, 2.7479116E+001, 8.4803219E-001, 3.5392841E+000, 1.2280263E+000, 8.4803219E-001, 6.3243647E-002
 9.4549720E+001, 2.8422871E+001, 9.4548556E-001, 3.1753726E+000, 1.2156436E+000, 9.4548556E-001, 6.1718192E-002
 9.4801522E+001, 2.9297348E+001, 1.0385370E+000, 2.8893334E+000, 1.2022480E+000, 1.0385370E+000, 6.0437247E-002
 9.5103685E+001, 2.8982695E+001, 1.0202046E+000, 2.9408019E+000, 1.1910547E+000, 1.0202046E+000, 5.9437713E-002
 9.5437544E+001, 3.0819860E+001, 1.3049338E+000, 2.3258248E+000, 1.1764650E+000, 1.3049338E+000, 5.8784451E-002
 9.5734543E+001, 3.3471172E+001, 1.6844886E+000, 1.7832998E+000, 1.1630545E+000, 1.6844886E+000, 5.8850180E-002
 9.6031543E+001, 3.3450982E+001, 1.6813647E+000, 1.7855021E+000, 1.1687365E+000, 1.6813647E+000, 5.9745601E-002
 9.6315525E+001, 3.2198272E+001, 1.4942091E+000, 2.0115934E+000, 1.1910543E+000, 1.4942091E+000, 6.1201592E-002
 9.6633664E+001, 3.0148932E+001, 1.2110825E+000, 2.4916546E+000, 1.2206104E+000, 1.2110825E+000, 6.3327409E-002
 9.6926868E+001, 2.8717817E+001, 9.9675332E-001, 3.0114710E+000, 1.2546775E+000, 9.9675332E-001, 6.6327380E-002
 9.7207776E+001, 2.9527552E+001, 1.0992905E+000, 2.7394829E+000, 1.2963286E+000, 1.0992905E+000, 7.0130695E-002
 9.7505331E+001, 3.4013956E+001, 1.7170427E+000, 1.8171296E+000, 1.3384370E+000, 1.7170427E+000, 7.4954777E-002
 9.7803899E+001, 4.3650660E+001, 3.1209345E+000, 9.7049784E-001, 1.3773477E+000, 3.1209345E+000, 8.1036423E-002
 9.8133105E+001, 3.9722186E+001, 2.5410644E+000, 1.2273601E+000, 1.4140249E+000, 2.5410644E+000, 8.8945546E-002
 9.8438732E+001, 3.1719301E+001, 1.3913956E+000, 2.1885235E+000, 1.4497497E+000, 1.3913956E+000, 9.8981360E-002
 9.8729577E+001, 2.9544644E+001, 1.0502681E+000, 2.8615291E+000, 1.4643571E+000, 1.0502681E+000, 1.1044060E-001
 9.9005755E+001, 2.9108572E+001, 9.7890702E-001, 3.0646653E+000, 1.4809725E+000, 9.7890702E-001, 1.2579895E-001
 9.9327963E+001, 2.9084538E+001, 9.6816667E-001, 3.0986627E+000, 1.5617815E+000, 9.6816667E-001, 1.5380505E-001
 9.9617950E+001, 2.9036905E+001, 9.5887203E-001, 3.1286894E+000, 1.7463587E+000, 9.5887203E-001, 1.9045166E-001
 9.9921746E+001, 2.8994538E+001, 9.5581698E-001, 3.1388433E+000, 1.9461599E+000, 9.5581698E-001, 2.2922507E-001
 1.0022554E+002, 3.0656202E+001, 1.1905974E+000, 2.6321219E+000, 2.0939577E+000, 1.1905974E+000, 2.6706897E-001
 1.0053285E+002, 3.8976379E+001, 2.4318005E+000, 1.2453909E+000, 2.1495028E+000, 2.4318005E+000, 3.0001249E-001
 1.0080608E+002, 3.8553801E+001, 2.4766152E+000, 1.2134995E+000, 2.1480660E+000, 2.4766152E+000, 3.2610160E-001
 1.0112924E+002, 4.2243368E+001, 3.2575827E+000, 9.2398539E-001, 2.1137689E+000, 3.2575827E+000, 3.4854288E-001
 1.0141201E+002, 3.8881291E+001, 2.6751613E+000, 1.1373937E+000, 2.0274534E+000, 2.6751613E+000, 3.6656172E-001
 1.0173965E+002, 3.3887403E+001, 1.8755852E+000, 1.6077023E+000, 1.9144307E+000, 1.8755852E+000, 3.7968842E-001
 1.0203212E+002, 3.2216334E+001, 1.5902246E+000, 1.8881258E+000, 1.7754524E+000, 1.5902246E+000, 3.8974978E-001
 1.0230788E+002, 3.1129723E+001, 1.4001641E+000, 2.1461883E+000, 1.6561945E+000, 1.4001641E+000, 3.9819034E-001
 1.0262959E+002, 3.1135181E+001, 1.3812633E+000, 2.1732511E+000, 1.5557160E+000, 1.3812633E+000, 4.0614052E-001
 1.0290404E+002, 3.3176888E+001, 1.6762688E+000, 1.8325082E+000, 1.4997958E+000, 1.6762688E+000, 4.1366190E-001
 1.0322392E+002, 3.9537382E+001, 2.7382904E+000, 1.1054307E+000, 1.5028743E+000, 2.7382904E+000, 4.2212306E-001
 1.0351714E+002, 3.3803157E+001, 1.8156765E+000, 1.6687522E+000, 1.5532758E+000, 1.8156765E+000, 4.3383781E-001
 1.0381455E+002, 3.0988173E+001, 1.3624235E+000, 2.2174284E+000, 1.6288325E+000, 1.3624235E+000, 4.4923670E-001
 1.0413710E+002, 2.8543140E+001, 9.6910696E-001, 3.1308143E+000, 1.7301025E+000, 9.6910696E-001, 4.7304170E-001
 1.0440874E+002, 2.6895553E+001, 7.2364043E-001, 4.1550585E+000, 1.8249223E+000, 7.2364043E-001, 5.0099082E-001
 1.0473881E+002, 2.7199986E+001, 7.5885082E-001, 3.9810746E+000, 1.9052773E+000, 7.5885082E-001, 5.2955720E-001
 1.0503586E+002, 2.8477431E+001, 9.7475776E-001, 3.0831364E+000, 1.9710998E+000, 9.7475776E-001, 5.5512389E-001
 1.0530817E+002, 2.8848989E+001, 1.0385170E+000, 2.8887914E+000, 2.0378701E+000, 1.0385170E+000, 5.7295314E-001
 1.0564198E+002, 2.8806459E+001, 1.0377592E+000, 2.8912697E+000, 2.1178827E+000, 1.0377592E+000, 5.8598709E-001
 1.0591023E+002, 2.8996648E+001, 1.0866849E+000, 2.7736659E+000, 2.1796217E+000, 1.0866849E+000, 5.9191941E-001
 1.0620051E+002, 3.1483640E+001, 1.4893540E+000, 2.0222361E+000, 2.2107327E+000, 1.4893540E+000, 5.9061867E-001
 1.0654198E+002, 3.2063206E+001, 1.5315428E+000, 1.9596199E+000, 2.2143342E+000, 1.5315428E+000, 5.8553501E-001
 1.0682921E+002, 3.1869167E+001, 1.4356518E+000, 2.0898366E+000, 2.2086365E+000, 1.4356518E+000, 5.8132456E-001
 1.0714097E+002, 3.2158507E+001, 1.3969994E+000, 2.1491483E+000, 2.1984696E+000, 1.3969994E+000, 5.8086299E-001
 1.0743136E+002, 3.8626438E+001, 2.4676794E+000, 1.5049849E+000, 2.1751318E+000, 2.4676794E+000, 5.8719710E-001
 1.0772720E+002, 6.6905821E+001, 6.4508590E+000, 4.6899089E-001, 2.1431408E+000, 6.4508590E+000, 6.0114593E-001
 1.0803783E+002, 6.1712335E+001, 5.2950439E+000, 6.1070546E-001, 2.0585791E+000, 5.2950439E+000, 6.3015083E-001
 1.0830264E+002, 3.7736574E+001, 2.3294047E+000, 1.3036649E+000, 1.9298689E+000, 2.3294047E+000, 6.7133360E-001
 1.0863602E+002, 3.5063655E+001, 1.9776771E+000, 1.5176866E+000, 1.8084662E+000, 1.9776771E+000, 7.1805001E-001
 1.0892735E+002, 3.4754429E+001, 1.9311374E+000, 1.5639361E+000, 1.7425382E+000, 1.9311374E+000, 7.7019472E-001
 1.0923875E+002, 4.7117808E+001, 3.9766278E+000, 7.8229033E-001, 1.7452849E+000, 3.9766278E+000, 8.2403867E-001
 1.0951901E+002, 5.2184913E+001, 4.3224977E+000, 7.0058838E-001, 1.7884242E+000, 4.3224977E+000, 8.7782595E-001
 1.0981874E+002, 3.8424133E+001, 2.4177990E+000, 1.2794890E+000, 1.9118326E+000, 2.4177990E+000, 9.3262291E-001
 1.1011846E+002, 6.6270978E+001, 6.8657877E+000, 6.5944829E-001, 2.0641499E+000, 6.8657877E+000, 9.9136213E-001
 1.1041348E+002, 9.2759729E+001, 1.0097971E+001, 3.2359233E-001, 2.1702647E+000, 1.0097971E+001, 1.0466976E+000
 1.1073782E+002, 5.5881528E+001, 4.5438768E+000, 6.7166110E-001, 2.2657270E+000, 4.5438768E+000, 1.0981620E+000
 1.1101452E+002, 6.1278371E+001, 5.1023062E+000, 6.0018160E-001, 2.3496686E+000, 5.1023062E+000, 1.1492093E+000
 1.1133733E+002, 6.4760803E+001, 5.4070571E+000, 5.7222972E-001, 2.3985250E+000, 5.4070571E+000, 1.2005757E+000
 1.1161403E+002, 4.0408836E+001, 2.4060589E+000, 1.2946438E+000, 2.4255758E+000, 2.4060589E+000, 1.2492013E+000
 1.1192632E+002, 3.3270332E+001, 1.5704304E+000, 1.9186364E+000, 2.4260879E+000, 1.5704304E+000, 1.2937298E+000
 1.1221229E+002, 3.1181149E+001, 1.3048133E+000, 2.3078212E+000, 2.3845725E+000, 1.3048133E+000, 1.3361160E+000
 1.1253911E+002, 3.8462670E+001, 2.3963204E+000, 1.6591964E+000, 2.2790275E+000, 2.3963204E+000, 1.3786421E+000
 1.1282508E+002, 5.5984994E+001, 4.8312779E+000, 6.5798181E-001, 2.1490466E+000, 4.8312779E+000, 1.4170850E+000
 1.1312739E+002, 3.9068786E+001, 2.4732172E+000, 1.2194681E+000, 2.0586089E+000, 2.4732172E+000, 1.4457047E+000
 1.1344196E+002, 4.4307640E+001, 3.5840899E+000, 8.4868346E-001, 2.0059309E+000, 3.5840899E+000, 1.4663887E+000
 1.1371158E+002, 4.1712520E+001, 3.2134770E+000, 9.5569622E-001, 2.0035701E+000, 3.2134770E+000, 1.4816207E+000
 1.1402615E+002, 3.6897363E+001, 2.3492662E+000, 1.2849407E+000, 2.0614863E+000, 2.3492662E+000, 1.4990778E+000
 1.1434072E+002, 3.2784652E+001, 1.6443076E+000, 1.8431377E+000, 2.1519698E+000, 1.6443076E+000, 1.5152335E+000
 1.1461034E+002, 3.0949784E+001, 1.3127169E+000, 2.2867479E+000, 2.2329262E+000, 1.3127169E+000, 1.5261030E+000
 1.1491057E+002, 3.0808895E+001, 1.2321229E+000, 2.4384812E+000, 2.2882227E+000, 1.2321229E+000, 1.5314023E+000
 1.1523183E+002, 3.0678209E+001, 1.1788924E+000, 2.5567052E+000, 2.3251537E+000, 1.1788924E+000, 1.5298632E+000
 1.1551293E+002, 3.2475957E+001, 1.5126962E+000, 1.9864172E+000, 2.3524344E+000, 1.5126962E+000, 1.5206095E+000
 1.1583419E+002, 3.2303007E+001, 1.4544698E+000, 2.0687224E+000, 2.3748482E+000, 1.4544698E+000, 1.5068567E+000
 1.1612332E+002, 3.3020728E+001, 1.5527773E+000, 1.9395984E+000, 2.4014166E+000, 1.5527773E+000, 1.4936326E+000
 1.1642134E+002, 3.3157207E+001, 1.5707881E+000, 1.9149174E+000, 2.4251884E+000, 1.5707881E+000, 1.4748897E+000
 1.1673178E+002, 3.0795838E+001, 1.2511450E+000, 2.4088561E+000, 2.4277175E+000, 1.2511450E+000, 1.4534405E+000
 1.1701384E+002, 2.9644253E+001, 1.0856980E+000, 2.7638122E+000, 2.4054154E+000, 1.0856980E+000, 1.4288905E+000
 1.1731812E+002, 3.0118496E+001, 1.1147216E+000, 2.7100210E+000, 2.3608182E+000, 1.1147216E+000, 1.4020419E+000
 1.1763474E+002, 5.0389091E+001, 3.8926201E+000, 8.8268336E-001, 2.3026417E+000, 3.8926201E+000, 1.3793595E+000
 1.1791985E+002, 9.2590212E+001, 1.0207740E+001, 3.3164195E-001, 2.2317198E+000, 1.0207740E+001, 1.3673846E+000
 1.1822599E+002, 1.0105862E+002, 1.2255354E+001, 2.4949195E-001, 2.1397482E+000, 1.2255354E+001, 1.3656916E+000
