s,C,1/m,m,1/m,1/m,1/m
Time,T_fire,K_fire,V_fire,K_left,K_right,K_branch
 1.1853281E+002, 5.3367463E+001, 4.8551514E+000, 7.0178201E-001, 2.0301736E+000, 4.8551514E+000, 1.3721980E+000
 1.1881870E+002, 3.5797721E+001, 2.0196382E+000, 1.5107774E+000, 1.9292949E+000, 2.0196382E+000, 1.3856645E+000
 1.1912444E+002, 3.3420714E+001, 1.5832737E+000, 1.8964780E+000, 1.8449386E+000, 1.5832737E+000, 1.4016888E+000
 1.1943065E+002, 3.5846690E+001, 1.8832324E+000, 1.5941452E+000, 1.7760303E+000, 1.8832324E+000, 1.4179865E+000
 1.1973069E+002, 3.5557605E+001, 1.8259233E+000, 1.6448286E+000, 1.7208977E+000, 1.8259233E+000, 1.4362918E+000
 1.2003073E+002, 3.3308111E+001, 1.4821571E+000, 2.0360439E+000, 1.6732767E+000, 1.4821571E+000, 1.4572595E+000
 1.2031239E+002, 3.5692669E+001, 1.7195346E+000, 1.9791994E+000, 1.6361407E+000, 1.7195346E+000, 1.4811986E+000
 1.2063006E+002, 8.4729102E+001, 7.6220947E+000, 4.0598111E-001, 1.6225252E+000, 7.6220947E+000, 1.5097701E+000
 1.2092050E+002, 6.3579935E+001, 5.0984371E+000, 6.1392156E-001, 1.6337778E+000, 5.0984371E+000, 1.5418031E+000
 1.2120867E+002, 5.4844014E+001, 4.8339229E+000, 6.5369120E-001, 1.6801036E+000, 4.8339229E+000, 1.5733052E+000
 1.2151841E+002, 6.8525351E+001, 7.9532528E+000, 3.9091668E-001, 1.7891612E+000, 7.9532528E+000, 1.6052014E+000
 1.2182913E+002, 4.6394620E+001, 3.6537405E+000, 8.4149665E-001, 1.9114380E+000, 3.6537405E+000, 1.6378857E+000
 1.2212726E+002, 4.3511928E+001, 2.9587152E+000, 1.0142118E+000, 1.9853825E+000, 2.9587152E+000, 1.6694094E+000
 1.2242619E+002, 4.0726046E+001, 2.5580948E+000, 1.1824971E+000, 2.0142270E+000, 2.5580948E+000, 1.6983865E+000
 1.2271476E+002, 3.4081960E+001, 1.6592776E+000, 1.8303013E+000, 2.0220062E+000, 1.6592776E+000, 1.7252337E+000
 1.2302805E+002, 3.5668751E+001, 1.8039719E+000, 1.7417392E+000, 2.0256773E+000, 1.8039719E+000, 1.7507575E+000
 1.2330218E+002, 5.9406206E+001, 5.1492538E+000, 6.1009662E-001, 2.0380206E+000, 5.1492538E+000, 1.7746324E+000
 1.2361939E+002, 5.9467002E+001, 5.0481973E+000, 6.1740752E-001, 2.0868155E+000, 5.0481973E+000, 1.7988188E+000
 1.2390761E+002, 3.9052867E+001, 2.3174942E+000, 1.3495297E+000, 2.1827181E+000, 2.3174942E+000, 1.8231850E+000
 1.2423601E+002, 3.1406003E+001, 1.2814945E+000, 2.3588158E+000, 2.3121896E+000, 1.2814945E+000, 1.8489138E+000
 1.2450052E+002, 3.4591737E+001, 1.6110713E+000, 1.9086557E+000, 2.4157989E+000, 1.6110713E+000, 1.8745954E+000
 1.2483353E+002, 4.4754112E+001, 3.0753859E+000, 9.8993901E-001, 2.4683042E+000, 3.0753859E+000, 1.8995248E+000
 1.2512197E+002, 4.3033333E+001, 2.8442628E+000, 1.0618407E+000, 2.4575445E+000, 2.8442628E+000, 1.9225188E+000
 1.2540509E+002, 3.9420579E+001, 2.2907517E+000, 1.3123626E+000, 2.4112300E+000, 2.2907517E+000, 1.9407039E+000
 1.2573635E+002, 3.6122735E+001, 1.7877483E+000, 1.7082295E+000, 2.3461642E+000, 1.7877483E+000, 1.9570594E+000
 1.2600843E+002, 3.1100262E+001, 1.1648555E+000, 2.5864067E+000, 2.2771775E+000, 1.1648555E+000, 1.9690791E+000
 1.2632073E+002, 3.2958023E+001, 1.4337100E+000, 2.2795857E+000, 2.2162214E+000, 1.4337100E+000, 1.9760754E+000
 1.2663332E+002, 4.3891108E+001, 3.0310955E+000, 9.9119824E-001, 2.1748841E+000, 3.0310955E+000, 1.9787354E+000
 1.2690342E+002, 4.5656251E+001, 3.3043994E+000, 9.1023127E-001, 2.1576004E+000, 3.3043994E+000, 1.9771412E+000
 1.2723144E+002, 4.1564802E+001, 2.6572063E+000, 1.1431385E+000, 2.1624488E+000, 2.6572063E+000, 1.9715211E+000
 1.2753385E+002, 5.7371636E+001, 4.7799419E+000, 6.3310574E-001, 2.2177833E+000, 4.7799419E+000, 1.9613259E+000
 1.2783626E+002, 5.5136654E+001, 4.9553110E+000, 6.1273957E-001, 2.2801086E+000, 4.9553110E+000, 1.9497337E+000
 1.2811221E+002, 3.9302473E+001, 2.7359048E+000, 1.1256287E+000, 2.3279671E+000, 2.7359048E+000, 1.9395517E+000
 1.2840328E+002, 3.3422624E+001, 1.7276306E+000, 1.7808569E+000, 2.3811030E+000, 1.7276306E+000, 1.9329567E+000
 1.2874009E+002, 2.9799358E+001, 1.1296360E+000, 2.6638086E+000, 2.5301029E+000, 1.1296360E+000, 1.9312759E+000
 1.2902902E+002, 2.9574262E+001, 1.0725521E+000, 2.7970679E+000, 2.8105225E+000, 1.0725521E+000, 1.9355444E+000
 1.2933246E+002, 2.9642864E+001, 1.0609112E+000, 2.8278582E+000, 3.1532982E+000, 1.0609112E+000, 1.9472639E+000
 1.2963970E+002, 3.1403033E+001, 1.3292516E+000, 2.2948105E+000, 3.4074272E+000, 1.3292516E+000, 1.9654149E+000
 1.2993176E+002, 3.2902560E+001, 1.5740975E+000, 1.9105161E+000, 3.5101880E+000, 1.5740975E+000, 1.9791538E+000
 1.3022382E+002, 3.0791511E+001, 1.2342938E+000, 2.4393791E+000, 3.5425839E+000, 1.2342938E+000, 1.9870583E+000
 1.3054091E+002, 3.1287044E+001, 1.2515239E+000, 2.4071835E+000, 3.5219511E+000, 1.2515239E+000, 1.9888665E+000
 1.3083353E+002, 3.6082893E+001, 1.9467537E+000, 1.5795600E+000, 3.3719957E+000, 1.9467537E+000, 1.9839249E+000
 1.3113055E+002, 3.7546907E+001, 2.2608137E+000, 1.3312180E+000, 3.1202409E+000, 2.2608137E+000, 1.9736281E+000
 1.3140614E+002, 3.3765288E+001, 1.6846939E+000, 1.7953103E+000, 2.8840701E+000, 1.6846939E+000, 1.9768778E+000
 1.3170999E+002, 3.0653226E+001, 1.2480160E+000, 2.4244639E+000, 2.7479541E+000, 1.2480160E+000, 2.0138928E+000
 1.3200178E+002, 3.4651353E+001, 1.8972952E+000, 1.7614477E+000, 2.7304024E+000, 1.8972952E+000, 2.0887950E+000
 1.3231347E+002, 3.7172830E+001, 2.2216839E+000, 1.3805828E+000, 2.7634616E+000, 2.2216839E+000, 2.1854738E+000
 1.3260339E+002, 3.4113354E+001, 1.6710542E+000, 1.7959658E+000, 2.8271260E+000, 1.6710542E+000, 2.2773877E+000
 1.3291306E+002, 3.3059223E+001, 1.4661543E+000, 2.0556934E+000, 2.9133678E+000, 1.4661543E+000, 2.3414782E+000
 1.3320925E+002, 3.1056306E+001, 1.1730129E+000, 2.5626119E+000, 2.9970384E+000, 1.1730129E+000, 2.3697350E+000
 1.3350544E+002, 3.9369059E+001, 2.3535419E+000, 1.7245120E+000, 3.0211571E+000, 2.3535419E+000, 2.3759564E+000
 1.3383274E+002, 7.4568373E+001, 7.0866215E+000, 4.2623564E-001, 2.9580354E+000, 7.0866215E+000, 2.3726255E+000
 1.3411298E+002, 4.9788626E+001, 3.7504629E+000, 9.0801000E-001, 2.8436351E+000, 3.7504629E+000, 2.3670338E+000
 1.3441914E+002, 3.3288003E+001, 1.4811945E+000, 2.0700046E+000, 2.7130431E+000, 1.4811945E+000, 2.3616427E+000
 1.3470983E+002, 3.0450478E+001, 1.0661622E+000, 2.8202050E+000, 2.5945446E+000, 1.0661622E+000, 2.3524083E+000
 1.3501010E+002, 3.0038016E+001, 9.9452937E-001, 3.0167243E+000, 2.5031228E+000, 9.9452937E-001, 2.3404501E+000
 1.3533181E+002, 3.0765300E+001, 1.0862437E+000, 2.7642432E+000, 2.4233968E+000, 1.0862437E+000, 2.3260534E+000
 1.3563270E+002, 3.2304556E+001, 1.2798589E+000, 2.3835232E+000, 2.3655734E+000, 1.2798589E+000, 2.3121729E+000
 1.3591804E+002, 4.4366551E+001, 2.8036203E+000, 1.1203169E+000, 2.3517671E+000, 2.8036203E+000, 2.3022636E+000
 1.3622272E+002, 4.4993173E+001, 2.8836246E+000, 1.0670420E+000, 2.3947426E+000, 2.8836246E+000, 2.2952969E+000
 1.3653090E+002, 3.4502858E+001, 1.6394151E+000, 1.8543771E+000, 2.4564273E+000, 1.6394151E+000, 2.2902338E+000
 1.3680055E+002, 3.1260948E+001, 1.2424098E+000, 2.4221091E+000, 2.4863097E+000, 1.2424098E+000, 2.2876235E+000
 1.3710873E+002, 3.0669619E+001, 1.1674314E+000, 2.5702342E+000, 2.4887166E+000, 1.1674314E+000, 2.2877680E+000
 1.3741691E+002, 3.5192625E+001, 1.7613941E+000, 1.7998707E+000, 2.4920852E+000, 1.7613941E+000, 2.2904971E+000
 1.3773664E+002, 4.3498163E+001, 2.8106151E+000, 1.0688342E+000, 2.5037612E+000, 2.8106151E+000, 2.2954035E+000
 1.3800754E+002, 4.1784983E+001, 2.6361335E+000, 1.1409299E+000, 2.5007617E+000, 2.6361335E+000, 2.3020163E+000
 1.3830872E+002, 4.3397728E+001, 2.9485158E+000, 1.0205445E+000, 2.4799774E+000, 2.9485158E+000, 2.3102488E+000
 1.3860151E+002, 4.1740173E+001, 2.7045334E+000, 1.1111095E+000, 2.4450724E+000, 2.7045334E+000, 2.3201160E+000
 1.3891239E+002, 4.8377941E+001, 3.5276479E+000, 8.5295306E-001, 2.4470386E+000, 3.5276479E+000, 2.3304605E+000
 1.3923068E+002, 4.3168773E+001, 2.8393787E+000, 1.0648875E+000, 2.5728963E+000, 2.8393787E+000, 2.3423939E+000
 1.3953120E+002, 3.7797226E+001, 2.1039042E+000, 1.4361495E+000, 2.6993139E+000, 2.1039042E+000, 2.3560600E+000
 1.3980310E+002, 3.8668643E+001, 2.1830386E+000, 1.4063888E+000, 2.7289329E+000, 2.1830386E+000, 2.3684583E+000
 1.4012445E+002, 4.5081988E+001, 3.0650003E+000, 9.7914363E-001, 2.7381165E+000, 3.0650003E+000, 2.3806577E+000
 1.4041960E+002, 4.4750781E+001, 3.0099006E+000, 9.9681005E-001, 2.7907778E+000, 3.0099006E+000, 2.3931260E+000
 1.4073836E+002, 4.1884544E+001, 2.6314658E+000, 1.1468130E+000, 2.8978984E+000, 2.6314658E+000, 2.4053150E+000
 1.4101612E+002, 3.8543676E+001, 2.0758838E+000, 1.4470883E+000, 3.0234426E+000, 2.0758838E+000, 2.4137678E+000
 1.4132828E+002, 4.2352745E+001, 2.5393585E+000, 1.1863033E+000, 3.1819802E+000, 2.5393585E+000, 2.4159829E+000
 1.4161025E+002, 3.7945276E+001, 2.0296649E+000, 1.5041749E+000, 3.4040473E+000, 2.0296649E+000, 2.4179274E+000
 1.4190097E+002, 3.2546979E+001, 1.3552287E+000, 2.2280131E+000, 3.6253520E+000, 1.3552287E+000, 2.4247728E+000
 1.4220020E+002, 3.1827635E+001, 1.2685737E+000, 2.3657647E+000, 3.7328642E+000, 1.2685737E+000, 2.4404828E+000
 1.4253683E+002, 3.2062215E+001, 1.3171324E+000, 2.2776828E+000, 3.7259125E+000, 1.3171324E+000, 2.4684936E+000
 1.4283605E+002, 3.1531041E+001, 1.2833359E+000, 2.3383576E+000, 3.6409583E+000, 1.2833359E+000, 2.5092277E+000
 1.4311284E+002, 3.1140366E+001, 1.2587029E+000, 2.3836090E+000, 3.4763294E+000, 1.2587029E+000, 2.5578462E+000
 1.4340084E+002, 3.1637206E+001, 1.3415130E+000, 2.2390314E+000, 3.3398435E+000, 1.3415130E+000, 2.6069860E+000
 1.4372999E+002, 3.3492102E+001, 1.5578727E+000, 1.9282229E+000, 3.3989085E+000, 1.5578727E+000, 2.6490472E+000
 1.4401283E+002, 3.5184773E+001, 1.7684425E+000, 1.6977953E+000, 3.7078702E+000, 1.7684425E+000, 2.6736888E+000
 1.4430061E+002, 3.4324980E+001, 1.6725985E+000, 1.7988984E+000, 3.8894738E+000, 1.6725985E+000, 2.6858353E+000
 1.4463517E+002, 3.2451970E+001, 1.4086520E+000, 2.1326070E+000, 3.9270121E+000, 1.4086520E+000, 2.6899343E+000
 1.4491216E+002, 3.2606099E+001, 1.4028473E+000, 2.1406837E+000, 3.9085931E+000, 1.4028473E+000, 2.6850063E+000
 1.4522329E+002, 3.3376201E+001, 1.6074798E+000, 1.8681711E+000, 3.8737107E+000, 1.6074798E+000, 2.6737041E+000
 1.4553050E+002, 3.4232363E+001, 1.6833956E+000, 1.7824716E+000, 3.8180733E+000, 1.6833956E+000, 2.6599079E+000
 1.4583190E+002, 3.2704747E+001, 1.4385527E+000, 2.1022470E+000, 3.7290889E+000, 1.4385527E+000, 2.6466631E+000
 1.4610586E+002, 3.1989722E+001, 1.2550950E+000, 2.3992352E+000, 3.5857585E+000, 1.2550950E+000, 2.6345780E+000
 1.4641378E+002, 3.4750606E+001, 1.6157761E+000, 1.8613601E+000, 3.3749759E+000, 1.6157761E+000, 2.6279336E+000
 1.4671353E+002, 3.3731552E+001, 1.5322700E+000, 1.9604006E+000, 3.1296670E+000, 1.5322700E+000, 2.6327219E+000
 1.4702893E+002, 3.2424093E+001, 1.4357088E+000, 2.0897121E+000, 2.9213814E+000, 1.4357088E+000, 2.6463882E+000
 1.4730490E+002, 3.3801718E+001, 1.5711937E+000, 1.9146365E+000, 2.8003461E+000, 1.5711937E+000, 2.6564931E+000
 1.4763212E+002, 3.9240371E+001, 2.2627195E+000, 1.3579808E+000, 2.7475954E+000, 2.2627195E+000, 2.6619446E+000
 1.4793569E+002, 4.8901925E+001, 3.4952813E+000, 8.5971423E-001, 2.7292657E+000, 3.4952813E+000, 2.6556804E+000
 1.4820506E+002, 4.8362224E+001, 3.2467129E+000, 9.2498911E-001, 2.7219046E+000, 3.2467129E+000, 2.6406162E+000
 1.4850640E+002, 4.5871247E+001, 2.8344894E+000, 1.0633322E+000, 2.7252066E+000, 2.8344894E+000, 2.6284887E+000
 1.4880773E+002, 3.8624456E+001, 1.9654348E+000, 1.5462292E+000, 2.7526493E+000, 1.9654348E+000, 2.6292410E+000
 1.4910907E+002, 3.4200192E+001, 1.4750459E+000, 2.0384605E+000, 2.8076227E+000, 1.4750459E+000, 2.6373763E+000
 1.4942547E+002, 3.2742787E+001, 1.3292731E+000, 2.2583061E+000, 2.8989594E+000, 1.3292731E+000, 2.6630874E+000
 1.4971551E+002, 3.6346978E+001, 1.8794697E+000, 1.6758781E+000, 2.9815915E+000, 1.8794697E+000, 2.7079883E+000
 1.5002211E+002, 5.4937594E+001, 4.4014182E+000, 7.0185931E-001, 3.0308056E+000, 4.4014182E+000, 2.7607118E+000
 1.5030741E+002, 6.2460652E+001, 5.5698469E+000, 5.4060708E-001, 3.0539731E+000, 5.5698469E+000, 2.8061584E+000
 1.5060617E+002, 5.7465083E+001, 4.8335608E+000, 6.3045994E-001, 3.0562122E+000, 4.8335608E+000, 2.8425858E+000
 1.5090530E+002, 4.7377057E+001, 3.2625560E+000, 9.2523596E-001, 3.0453743E+000, 3.2625560E+000, 2.8715637E+000
 1.5120291E+002, 4.2785577E+001, 2.5856184E+000, 1.1655600E+000, 3.0479782E+000, 2.5856184E+000, 2.8962646E+000
 1.5151234E+002, 3.7322622E+001, 1.9883034E+000, 1.5176189E+000, 3.0695505E+000, 1.9883034E+000, 2.9202227E+000
 1.5182773E+002, 3.4260220E+001, 1.6438560E+000, 1.8264210E+000, 3.0776337E+000, 1.6438560E+000, 2.9442881E+000
 1.5212294E+002, 3.4201173E+001, 1.6283031E+000, 1.8430736E+000, 3.0400093E+000, 1.6283031E+000, 2.9673531E+000
 1.5240670E+002, 3.9343391E+001, 2.1281916E+000, 1.4596492E+000, 2.9722627E+000, 2.1281916E+000, 2.9871985E+000
 1.5270385E+002, 6.6022695E+001, 4.8419056E+000, 6.3560147E-001, 2.9525962E+000, 4.8419056E+000, 3.0021226E+000
 1.5302861E+002, 5.8864856E+001, 3.7945494E+000, 8.6050605E-001, 3.0099309E+000, 3.7945494E+000, 3.0128416E+000
 1.5333244E+002, 4.0098442E+001, 1.8559051E+000, 1.6214244E+000, 3.0999531E+000, 1.8559051E+000, 3.0203670E+000
 1.5362625E+002, 4.3593991E+001, 2.4108664E+000, 1.2597538E+000, 3.1578913E+000, 2.4108664E+000, 3.0266934E+000
 1.5392005E+002, 4.9077554E+001, 3.4644039E+000, 9.3154199E-001, 3.1678624E+000, 3.4644039E+000, 3.0366933E+000
 1.5421386E+002, 7.1088402E+001, 6.6759782E+000, 4.4983125E-001, 3.1502499E+000, 6.6759782E+000, 3.0503334E+000
 1.5451869E+002, 6.1065174E+001, 4.9953115E+000, 6.1538801E-001, 3.1209457E+000, 4.9953115E+000, 3.0678392E+000
 1.5480148E+002, 5.0400685E+001, 3.4181059E+000, 8.8343540E-001, 3.0943234E+000, 3.4181059E+000, 3.0884930E+000
 1.5512467E+002, 5.2920722E+001, 3.9609425E+000, 8.1947921E-001, 3.0680690E+000, 3.9609425E+000, 3.1101885E+000
 1.5540462E+002, 8.7023652E+001, 8.6420481E+000, 3.5217174E-001, 3.0395608E+000, 8.6420481E+000, 3.1299968E+000
 1.5570930E+002, 5.5039629E+001, 4.0975320E+000, 7.6164087E-001, 3.0161419E+000, 4.0975320E+000, 3.1430976E+000
 1.5600588E+002, 4.5517517E+001, 2.8550193E+000, 1.0597030E+000, 3.0433688E+000, 2.8550193E+000, 3.1505165E+000
 1.5631539E+002, 3.7273361E+001, 1.7739973E+000, 1.7385145E+000, 3.1181248E+000, 1.7739973E+000, 3.1528770E+000
 1.5662904E+002, 3.5117939E+001, 1.4799170E+000, 2.0703484E+000, 3.1684027E+000, 1.4799170E+000, 3.1531104E+000
 1.5690784E+002, 4.9224171E+001, 3.3516784E+000, 9.2146989E-001, 3.2081703E+000, 3.3516784E+000, 3.1529951E+000
 1.5720755E+002, 4.3068699E+001, 2.6017865E+000, 1.1894545E+000, 3.3034258E+000, 2.6017865E+000, 3.1492605E+000
 1.5751423E+002, 3.7530552E+001, 1.8746587E+000, 1.6020899E+000, 3.4749585E+000, 1.8746587E+000, 3.1431178E+000
 1.5782091E+002, 3.6281968E+001, 1.7060946E+000, 1.7608482E+000, 3.6942467E+000, 1.7060946E+000, 3.1394416E+000
 1.5812760E+002, 3.6098984E+001, 1.8544547E+000, 1.7091480E+000, 4.0346327E+000, 1.8544547E+000, 3.1390419E+000
 1.5840702E+002, 8.4498193E+001, 7.8627977E+000, 5.0848630E-001, 4.4694534E+000, 7.8627977E+000, 3.1406688E+000
 1.5873141E+002, 9.9634180E+001, 9.0231889E+000, 3.5185255E-001, 4.8015697E+000, 9.0231889E+000, 3.1454720E+000
 1.5902878E+002, 7.1718168E+001, 5.8277885E+000, 5.1535113E-001, 4.8791982E+000, 5.8277885E+000, 3.1534230E+000
 1.5931499E+002, 5.4984830E+001, 3.8266183E+000, 8.2232157E-001, 4.6234471E+000, 3.8266183E+000, 3.1639218E+000
 1.5960126E+002, 3.9927146E+001, 2.2912582E+000, 1.3167352E+000, 4.2792706E+000, 2.2912582E+000, 3.1750076E+000
 1.5991846E+002, 5.2945105E+001, 4.3311788E+000, 8.3491260E-001, 4.0515530E+000, 4.3311788E+000, 3.1854539E+000
 1.6020414E+002, 8.7728061E+001, 8.1943591E+000, 3.8168824E-001, 3.9305825E+000, 8.1943591E+000, 3.1944457E+000
 1.6050410E+002, 6.7900787E+001, 5.3789026E+000, 6.6378119E-001, 3.8602070E+000, 5.3789026E+000, 3.2035773E+000
 1.6083594E+002, 4.3132200E+001, 2.7908625E+000, 1.0769854E+000, 3.8595557E+000, 2.7908625E+000, 3.2164242E+000
 1.6110211E+002, 3.9993770E+001, 2.7733194E+000, 1.0873572E+000, 3.9113957E+000, 2.7733194E+000, 3.2321693E+000
 1.6140929E+002, 3.3924597E+001, 1.8771236E+000, 1.6144874E+000, 3.9879716E+000, 1.8771236E+000, 3.2506428E+000
 1.6170646E+002, 3.3841175E+001, 1.6931146E+000, 1.8040621E+000, 4.0800573E+000, 1.6931146E+000, 3.2734729E+000
 1.6200363E+002, 8.0427441E+001, 7.0132833E+000, 5.6444535E-001, 4.1310296E+000, 7.0132833E+000, 3.3017367E+000
 1.6230080E+002, 9.6781660E+001, 9.1248327E+000, 3.9377709E-001, 4.0951983E+000, 9.1248327E+000, 3.3375262E+000
 1.6262108E+002, 5.2634449E+001, 4.0226590E+000, 7.4763267E-001, 4.0135693E+000, 4.0226590E+000, 3.3829754E+000
 1.6292225E+002, 1.0346037E+002, 1.1421806E+001, 2.8818653E-001, 3.9186679E+000, 1.1421806E+001, 3.4365722E+000
 1.6321057E+002, 6.3858560E+001, 5.8495581E+000, 5.5962849E-001, 4.0321338E+000, 5.8495581E+000, 3.4862316E+000
 1.6352771E+002, 4.9003335E+001, 3.7189240E+000, 8.1432671E-001, 4.3170906E+000, 3.7189240E+000, 3.5300595E+000
 1.6383781E+002, 5.5627140E+001, 4.7485301E+000, 6.3252112E-001, 4.3261554E+000, 4.7485301E+000, 3.5635980E+000
 1.6411937E+002, 6.5382451E+001, 6.3702295E+000, 4.7742397E-001, 4.0487513E+000, 6.3702295E+000, 3.5839840E+000
 1.6441620E+002, 5.0476003E+001, 3.9344933E+000, 7.8214631E-001, 3.7124545E+000, 3.9344933E+000, 3.5983777E+000
 1.6471037E+002, 4.9395621E+001, 3.7214268E+000, 8.1057671E-001, 3.4519023E+000, 3.7214268E+000, 3.6082685E+000
 1.6502443E+002, 5.2998100E+001, 4.1501871E+000, 7.2346065E-001, 3.3145651E+000, 4.1501871E+000, 3.6132029E+000
 1.6530360E+002, 5.8504922E+001, 5.1590883E+000, 6.1374823E-001, 3.3427184E+000, 5.1590883E+000, 3.6146052E+000
 1.6561910E+002, 1.0504908E+002, 1.1319740E+001, 2.7057439E-001, 3.6199071E+000, 1.1319740E+001, 3.6153723E+000
 1.6591530E+002, 7.8291830E+001, 6.7573860E+000, 4.4569864E-001, 3.9061123E+000, 6.7573860E+000, 3.6153799E+000
 1.6622396E+002, 7.1022898E+001, 6.2602436E+000, 4.7963666E-001, 3.9787982E+000, 6.2602436E+000, 3.6159717E+000
 1.6653263E+002, 5.3285219E+001, 4.0476241E+000, 7.9211686E-001, 3.8962613E+000, 4.0476241E+000, 3.6187795E+000
 1.6680700E+002, 3.9280638E+001, 2.1487112E+000, 1.4011374E+000, 3.7798421E+000, 2.1487112E+000, 3.6249101E+000
 1.6712561E+002, 4.4155285E+001, 2.7402756E+000, 1.1290367E+000, 3.6438642E+000, 2.7402756E+000, 3.6386692E+000
 1.6741840E+002, 5.3310487E+001, 3.8522742E+000, 7.8243273E-001, 3.4892856E+000, 3.8522742E+000, 3.6549693E+000
 1.6771863E+002, 7.0305630E+001, 6.7101508E+000, 4.6062064E-001, 3.3488852E+000, 6.7101508E+000, 3.6674142E+000
 1.6801054E+002, 4.8094708E+001, 3.3110324E+000, 9.1750543E-001, 3.2270774E+000, 3.3110324E+000, 3.6759318E+000
 1.6830245E+002, 4.6637707E+001, 2.9713628E+000, 1.0099585E+000, 3.1390996E+000, 2.9713628E+000, 3.6803397E+000
 1.6862030E+002, 4.6254368E+001, 2.7651137E+000, 1.0855219E+000, 3.0737481E+000, 2.7651137E+000, 3.6840569E+000
 1.6891941E+002, 5.2115306E+001, 3.3743542E+000, 9.0433202E-001, 3.0388642E+000, 3.3743542E+000, 3.6940781E+000
 1.6921696E+002, 1.0377567E+002, 9.6350741E+000, 3.2437596E-001, 3.0345425E+000, 9.6350741E+000, 3.7181784E+000
 1.6952877E+002, 6.6474959E+001, 5.5563228E+000, 5.7447001E-001, 3.0712517E+000, 5.5563228E+000, 3.7581872E+000
 1.6981158E+002, 5.6122565E+001, 4.5118537E+000, 6.7091645E-001, 3.1399931E+000, 4.5118537E+000, 3.8066693E+000
 1.7010437E+002, 8.6867371E+001, 8.3845239E+000, 3.6386303E-001, 3.1889977E+000, 8.3845239E+000, 3.8530395E+000
 1.7041702E+002, 5.7085152E+001, 4.5281764E+000, 7.1551230E-001, 3.1643054E+000, 4.5281764E+000, 3.8891467E+000
 1.7073250E+002, 4.5812587E+001, 3.0150040E+000, 9.9569349E-001, 3.0612350E+000, 3.0150040E+000, 3.9062025E+000
 1.7100664E+002, 6.8590394E+001, 5.5033483E+000, 5.8961846E-001, 2.9284076E+000, 5.5033483E+000, 3.9084499E+000
 1.7131505E+002, 5.4763531E+001, 4.0113542E+000, 8.5082739E-001, 2.7938933E+000, 4.0113542E+000, 3.9039837E+000
 1.7162346E+002, 4.2139979E+001, 2.3527997E+000, 1.2768121E+000, 2.6829254E+000, 2.3527997E+000, 3.8998024E+000
 1.7193529E+002, 5.3437049E+001, 3.5199665E+000, 8.6938832E-001, 2.6104920E+000, 3.5199665E+000, 3.8965512E+000
 1.7221963E+002, 6.4413101E+001, 5.4013158E+000, 5.8376650E-001, 2.5704775E+000, 5.4013158E+000, 3.8968359E+000
 1.7250409E+002, 8.6928659E+001, 9.0212771E+000, 3.3288648E-001, 2.5818607E+000, 9.0212771E+000, 3.9014107E+000
 1.7280281E+002, 7.3089680E+001, 7.1781136E+000, 4.4588326E-001, 2.6854460E+000, 7.1781136E+000, 3.9015249E+000
 1.7313147E+002, 4.3768099E+001, 2.7864583E+000, 1.1102319E+000, 2.8490302E+000, 2.7864583E+000, 3.8832223E+000
 1.7342214E+002, 4.8761475E+001, 3.1811493E+000, 1.0698242E+000, 3.0139770E+000, 3.1811493E+000, 3.8567914E+000
 1.7372307E+002, 6.3704038E+001, 5.0262534E+000, 6.4200148E-001, 3.1518841E+000, 5.0262534E+000, 3.8365018E+000
 1.7402400E+002, 5.6995822E+001, 4.2729515E+000, 7.2387639E-001, 3.2412741E+000, 4.2729515E+000, 3.8272220E+000
 1.7431155E+002, 6.1058337E+001, 4.5332664E+000, 6.6784826E-001, 3.3056010E+000, 4.5332664E+000, 3.8287492E+000
 1.7460164E+002, 4.9709779E+001, 3.2103897E+000, 9.4150298E-001, 3.3496073E+000, 3.2103897E+000, 3.8333571E+000
 1.7492788E+002, 5.2608286E+001, 3.7107235E+000, 8.3981244E-001, 3.3187777E+000, 3.7107235E+000, 3.8377144E+000
 1.7520192E+002, 4.8479584E+001, 3.2891038E+000, 9.2581509E-001, 3.2765754E+000, 3.2891038E+000, 3.8409505E+000
 1.7552089E+002, 5.2325574E+001, 3.6444840E+000, 8.2724692E-001, 3.3061976E+000, 3.6444840E+000, 3.8421217E+000
 1.7583209E+002, 5.2384360E+001, 3.6008811E+000, 8.3361167E-001, 3.3803841E+000, 3.6008811E+000, 3.8442803E+000
 1.7611168E+002, 6.3906683E+001, 5.0508171E+000, 6.1420417E-001, 3.4800936E+000, 5.0508171E+000, 3.8483309E+000
 1.7641173E+002, 6.4900963E+001, 5.2476210E+000, 5.7575184E-001, 3.6157988E+000, 5.2476210E+000, 3.8551899E+000
 1.7670588E+002, 7.3646174E+001, 6.0159090E+000, 5.0214672E-001, 3.7864947E+000, 6.0159090E+000, 3.8798944E+000
 1.7702201E+002, 9.0350850E+001, 7.5258453E+000, 3.9971812E-001, 3.9043543E+000, 7.5258453E+000, 3.9290750E+000
 1.7730653E+002, 7.7909780E+001, 5.8781806E+000, 5.5380560E-001, 3.9322672E+000, 5.8781806E+000, 3.9897324E+000
 1.7762266E+002, 4.6615372E+001, 2.6643890E+000, 1.1367806E+000, 3.8130080E+000, 2.6643890E+000, 4.0540784E+000
 1.7790718E+002, 1.0551677E+002, 1.0256860E+001, 3.4801877E-001, 3.6247920E+000, 1.0256860E+001, 4.1142567E+000
