s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CABLE_FUEL,MLR_PRODUCTS,MLR_HYDROGEN CYANIDE
 7.2351524E+001, 1.4378599E+002, 0.0000000E+000,-4.4509677E+001,-2.6249826E+001,-1.0465124E+001, 2.0065361E-002, 0.0000000E+000, 0.0000000E+000, 6.2090218E+001, 6.2581426E+001, 0.0000000E+000, 8.8559350E-003, 0.0000000E+000, 0.0000000E+000
 7.2601868E+001, 1.4551576E+002, 0.0000000E+000,-4.5444714E+001,-2.4803335E+001,-1.0760765E+001, 2.0487528E-002, 0.0000000E+000, 0.0000000E+000, 6.4408556E+001, 6.4527430E+001, 0.0000000E+000, 8.9430894E-003, 0.0000000E+000, 0.0000000E+000
 7.2914795E+001, 1.4705487E+002, 0.0000000E+000,-4.3989583E+001,-2.2753189E+001,-1.1007418E+001, 2.0840711E-002, 0.0000000E+000, 0.0000000E+000, 6.8531055E+001, 6.9325519E+001, 0.0000000E+000, 9.0380488E-003, 0.0000000E+000, 0.0000000E+000
 7.3202591E+001, 1.5019133E+002, 0.0000000E+000,-4.6393970E+001,-2.0898746E+001,-1.1195556E+001, 2.1036819E-002, 0.0000000E+000, 0.0000000E+000, 7.1660999E+001, 7.1724096E+001, 0.0000000E+000, 9.1345254E-003, 0.0000000E+000, 0.0000000E+000
 7.3522720E+001, 1.5258525E+002, 0.0000000E+000,-4.6589179E+001,-1.9445082E+001,-1.1378410E+001, 2.1175719E-002, 0.0000000E+000, 0.0000000E+000, 7.4602556E+001, 7.5193759E+001, 0.0000000E+000, 9.2325203E-003, 0.0000000E+000, 0.0000000E+000
 7.3808838E+001, 1.5169253E+002, 0.0000000E+000,-4.4784724E+001,-1.8414763E+001,-1.1487370E+001, 2.1283814E-002, 0.0000000E+000, 0.0000000E+000, 7.7472971E+001, 7.7026952E+001, 0.0000000E+000, 9.3305816E-003, 0.0000000E+000, 0.0000000E+000
 7.4151642E+001, 1.5302746E+002, 0.0000000E+000,-4.5692102E+001,-1.8803119E+001,-1.1624102E+001, 2.1649978E-002, 0.0000000E+000, 0.0000000E+000, 7.6518112E+001, 7.6929788E+001, 0.0000000E+000, 9.4336861E-003, 0.0000000E+000, 0.0000000E+000
 7.4442390E+001, 1.5470863E+002, 0.0000000E+000,-4.7170006E+001,-2.2019249E+001,-1.1767480E+001, 2.1897346E-002, 0.0000000E+000, 0.0000000E+000, 7.5544155E+001, 7.3773796E+001, 0.0000000E+000, 9.5343101E-003, 0.0000000E+000, 0.0000000E+000
 7.4702499E+001, 1.5516101E+002, 0.0000000E+000,-5.0114853E+001,-2.7596964E+001,-1.1907978E+001, 2.2176624E-002, 0.0000000E+000, 0.0000000E+000, 6.6079626E+001, 6.5563396E+001, 0.0000000E+000, 9.6292683E-003, 0.0000000E+000, 0.0000000E+000
 7.5027641E+001, 1.5717966E+002, 0.0000000E+000,-5.0631009E+001,-3.0931689E+001,-1.1983139E+001, 2.2430988E-002, 0.0000000E+000, 0.0000000E+000, 6.3398723E+001, 6.3656251E+001, 0.0000000E+000, 9.7222764E-003, 0.0000000E+000, 0.0000000E+000
 7.5352783E+001, 1.6016147E+002, 0.0000000E+000,-5.0983227E+001,-3.6859137E+001,-1.1985575E+001, 2.2499747E-002, 0.0000000E+000, 0.0000000E+000, 6.0973969E+001, 6.0356035E+001, 0.0000000E+000, 9.8289431E-003, 0.0000000E+000, 0.0000000E+000
 7.5612900E+001, 1.6023274E+002, 0.0000000E+000,-5.0633221E+001,-4.1227226E+001,-1.2036319E+001, 2.2532220E-002, 0.0000000E+000, 0.0000000E+000, 5.6433168E+001, 5.6358511E+001, 0.0000000E+000, 9.9219512E-003, 0.0000000E+000, 0.0000000E+000
 7.5913696E+001, 1.6400471E+002, 0.0000000E+000,-5.1042345E+001,-4.1675162E+001,-1.2282674E+001, 2.2826674E-002, 0.0000000E+000, 0.0000000E+000, 5.8541374E+001, 5.9027355E+001, 0.0000000E+000, 1.0014857E-002, 0.0000000E+000, 0.0000000E+000
 7.6255180E+001, 1.6550776E+002, 0.0000000E+000,-5.2165910E+001,-3.9504865E+001,-1.2706176E+001, 2.2993322E-002, 0.0000000E+000, 0.0000000E+000, 6.1162927E+001, 6.1153804E+001, 0.0000000E+000, 1.0118157E-002, 0.0000000E+000, 0.0000000E+000
 7.6539757E+001, 1.6665414E+002, 0.0000000E+000,-4.9296988E+001,-3.7583708E+001,-1.3377919E+001, 2.2837172E-002, 0.0000000E+000, 0.0000000E+000, 6.6084005E+001, 6.6418366E+001, 0.0000000E+000, 1.0219187E-002, 0.0000000E+000, 0.0000000E+000
 7.6824333E+001, 1.6798242E+002, 0.0000000E+000,-5.0813240E+001,-3.5833173E+001,-1.3597929E+001, 2.2883654E-002, 0.0000000E+000, 0.0000000E+000, 6.8364776E+001, 6.7760957E+001, 0.0000000E+000, 1.0312846E-002, 0.0000000E+000, 0.0000000E+000
 7.7108902E+001, 1.6940049E+002, 0.0000000E+000,-5.2811247E+001,-3.3945505E+001,-1.3712120E+001, 2.3212411E-002, 0.0000000E+000, 0.0000000E+000, 6.9132947E+001, 6.8954830E+001, 0.0000000E+000, 1.0403902E-002, 0.0000000E+000, 0.0000000E+000
 7.7450394E+001, 1.7114592E+002, 0.0000000E+000,-5.3475730E+001,-3.2591363E+001,-1.3688890E+001, 2.3527996E-002, 0.0000000E+000, 0.0000000E+000, 7.1816706E+001, 7.1413464E+001, 0.0000000E+000, 1.0506233E-002, 0.0000000E+000, 0.0000000E+000
 7.7734962E+001, 1.7264192E+002, 0.0000000E+000,-5.4896073E+001,-3.3154482E+001,-1.3486081E+001, 2.4025041E-002, 0.0000000E+000, 0.0000000E+000, 7.1176519E+001, 7.1129310E+001, 0.0000000E+000, 1.0609431E-002, 0.0000000E+000, 0.0000000E+000
 7.8019539E+001, 1.7446053E+002, 0.0000000E+000,-5.5662242E+001,-3.6662483E+001,-1.3432574E+001, 2.4334616E-002, 0.0000000E+000, 0.0000000E+000, 6.8912243E+001, 6.8727563E+001, 0.0000000E+000, 1.0700488E-002, 0.0000000E+000, 0.0000000E+000
 7.8304108E+001, 1.7615220E+002, 0.0000000E+000,-5.4875306E+001,-3.5341311E+001,-1.3416331E+001, 2.4504150E-002, 0.0000000E+000, 0.0000000E+000, 7.2101627E+001, 7.2543761E+001, 0.0000000E+000, 1.0794146E-002, 0.0000000E+000, 0.0000000E+000
 7.8645599E+001, 1.7743373E+002, 0.0000000E+000,-5.5187909E+001,-3.2259562E+001,-1.3358491E+001, 2.4768577E-002, 0.0000000E+000, 0.0000000E+000, 7.6294174E+001, 7.6652532E+001, 0.0000000E+000, 1.0894309E-002, 0.0000000E+000, 0.0000000E+000
 7.8930168E+001, 1.7883995E+002, 0.0000000E+000,-5.4651891E+001,-3.0709402E+001,-1.3333647E+001, 2.4530183E-002, 0.0000000E+000, 0.0000000E+000, 8.0480815E+001, 8.0169539E+001, 0.0000000E+000, 1.0997073E-002, 0.0000000E+000, 0.0000000E+000
 7.9241425E+001, 1.8203743E+002, 0.0000000E+000,-5.6956709E+001,-3.0412595E+001,-1.3630753E+001, 2.4696237E-002, 0.0000000E+000, 0.0000000E+000, 8.1197542E+001, 8.1062074E+001, 0.0000000E+000, 1.1093051E-002, 0.0000000E+000, 0.0000000E+000
 7.9546631E+001, 1.8271243E+002, 0.0000000E+000,-5.8510535E+001,-3.0492029E+001,-1.4116002E+001, 2.5241637E-002, 0.0000000E+000, 0.0000000E+000, 7.9585004E+001, 7.9619103E+001, 0.0000000E+000, 1.1193496E-002, 0.0000000E+000, 0.0000000E+000
 7.9800972E+001, 1.8400139E+002, 0.0000000E+000,-5.8594469E+001,-3.0661692E+001,-1.4575389E+001, 2.5145444E-002, 0.0000000E+000, 0.0000000E+000, 8.0485145E+001, 8.0194988E+001, 0.0000000E+000, 1.1283252E-002, 0.0000000E+000, 0.0000000E+000
 8.0106178E+001, 1.8551244E+002, 0.0000000E+000,-6.0308848E+001,-3.0328707E+001,-1.4769257E+001, 2.5493335E-002, 0.0000000E+000, 0.0000000E+000, 8.0647721E+001, 8.0131119E+001, 0.0000000E+000, 1.1375610E-002, 0.0000000E+000, 0.0000000E+000
 8.0411392E+001, 1.8693824E+002, 0.0000000E+000,-6.0753820E+001,-2.9435747E+001,-1.4869585E+001, 2.5925834E-002, 0.0000000E+000, 0.0000000E+000, 8.1472685E+001, 8.1905013E+001, 0.0000000E+000, 1.1473171E-002, 0.0000000E+000, 0.0000000E+000
 8.0742027E+001, 1.8770058E+002, 0.0000000E+000,-5.9965201E+001,-2.9607534E+001,-1.5014777E+001, 2.6252679E-002, 0.0000000E+000, 0.0000000E+000, 8.3116697E+001, 8.3139317E+001, 0.0000000E+000, 1.1580038E-002, 0.0000000E+000, 0.0000000E+000
 8.1048615E+001, 1.9159848E+002, 0.0000000E+000,-5.8156460E+001,-3.0241683E+001,-1.5294488E+001, 2.6152170E-002, 0.0000000E+000, 0.0000000E+000, 8.7642944E+001, 8.7931998E+001, 0.0000000E+000, 1.1681820E-002, 0.0000000E+000, 0.0000000E+000
 8.1340622E+001, 1.9271667E+002, 0.0000000E+000,-5.7086801E+001,-3.0360680E+001,-1.5437737E+001, 2.6318411E-002, 0.0000000E+000, 0.0000000E+000, 8.9990900E+001, 8.9857767E+001, 0.0000000E+000, 1.1778862E-002, 0.0000000E+000, 0.0000000E+000
 8.1632637E+001, 1.9371246E+002, 0.0000000E+000,-5.7570220E+001,-3.0421881E+001,-1.5557653E+001, 2.6664902E-002, 0.0000000E+000, 0.0000000E+000, 9.0524040E+001, 9.0189371E+001, 0.0000000E+000, 1.1874255E-002, 0.0000000E+000, 0.0000000E+000
 8.1924644E+001, 1.9511753E+002, 0.0000000E+000,-5.8090608E+001,-3.0846461E+001,-1.5676325E+001, 2.6666012E-002, 0.0000000E+000, 0.0000000E+000, 9.1025092E+001, 9.0530803E+001, 0.0000000E+000, 1.1967480E-002, 0.0000000E+000, 0.0000000E+000
 8.2216660E+001, 1.9669570E+002, 0.0000000E+000,-6.2085947E+001,-3.1832407E+001,-1.5824406E+001, 2.6746236E-002, 0.0000000E+000, 0.0000000E+000, 8.7820556E+001, 8.6979686E+001, 0.0000000E+000, 1.2062873E-002, 0.0000000E+000, 0.0000000E+000
 8.2508667E+001, 1.9816460E+002, 0.0000000E+000,-6.2677130E+001,-3.3626775E+001,-1.6078929E+001, 2.7116528E-002, 0.0000000E+000, 0.0000000E+000, 8.5870795E+001, 8.5808878E+001, 0.0000000E+000, 1.2160434E-002, 0.0000000E+000, 0.0000000E+000
 8.2800682E+001, 1.9998952E+002, 0.0000000E+000,-6.3507000E+001,-3.6430728E+001,-1.6125043E+001, 2.7549422E-002, 0.0000000E+000, 0.0000000E+000, 8.4238459E+001, 8.3954299E+001, 0.0000000E+000, 1.2253659E-002, 0.0000000E+000, 0.0000000E+000
 8.3141357E+001, 2.0097423E+002, 0.0000000E+000,-6.2575401E+001,-3.8206351E+001,-1.6191287E+001, 2.8093190E-002, 0.0000000E+000, 0.0000000E+000, 8.3867278E+001, 8.4029281E+001, 0.0000000E+000, 1.2355865E-002, 0.0000000E+000, 0.0000000E+000
 8.3438240E+001, 2.0314866E+002, 0.0000000E+000,-6.1187937E+001,-3.8585952E+001,-1.6435112E+001, 2.8303945E-002, 0.0000000E+000, 0.0000000E+000, 8.7250765E+001, 8.6967962E+001, 0.0000000E+000, 1.2460296E-002, 0.0000000E+000, 0.0000000E+000
 8.3705917E+001, 2.0386861E+002, 0.0000000E+000,-6.2046231E+001,-3.9063562E+001,-1.6658782E+001, 2.8381880E-002, 0.0000000E+000, 0.0000000E+000, 8.5950903E+001, 8.6128415E+001, 0.0000000E+000, 1.2552846E-002, 0.0000000E+000, 0.0000000E+000
 8.4027130E+001, 2.0616881E+002, 0.0000000E+000,-6.1516418E+001,-4.1307451E+001,-1.6959382E+001, 2.8406645E-002, 0.0000000E+000, 0.0000000E+000, 8.6775987E+001, 8.6413965E+001, 0.0000000E+000, 1.2648238E-002, 0.0000000E+000, 0.0000000E+000
 8.4348343E+001, 2.0766414E+002, 0.0000000E+000,-6.2307833E+001,-4.5266964E+001,-1.7228655E+001, 2.8552261E-002, 0.0000000E+000, 0.0000000E+000, 8.3624313E+001, 8.2889245E+001, 0.0000000E+000, 1.2752304E-002, 0.0000000E+000, 0.0000000E+000
 8.4616020E+001, 2.0920660E+002, 0.0000000E+000,-6.6783463E+001,-4.8884106E+001,-1.7496548E+001, 2.8945806E-002, 0.0000000E+000, 0.0000000E+000, 7.7471477E+001, 7.6071428E+001, 0.0000000E+000, 1.2846829E-002, 0.0000000E+000, 0.0000000E+000
 8.4905106E+001, 2.1035855E+002, 0.0000000E+000,-6.7611131E+001,-5.4078751E+001,-1.7668293E+001, 2.9469902E-002, 0.0000000E+000, 0.0000000E+000, 7.1746110E+001, 7.1029846E+001, 0.0000000E+000, 1.2941162E-002, 0.0000000E+000, 0.0000000E+000
 8.5258446E+001, 2.1239187E+002, 0.0000000E+000,-6.7448782E+001,-5.7200039E+001,-1.7837316E+001, 2.9542537E-002, 0.0000000E+000, 0.0000000E+000, 6.9767292E+001, 6.9935277E+001, 0.0000000E+000, 1.3044986E-002, 0.0000000E+000, 0.0000000E+000
 8.5512527E+001, 2.1895022E+002, 0.0000000E+000,-6.6021628E+001,-5.6473825E+001,-1.7604304E+001, 2.9528173E-002, 0.0000000E+000, 0.0000000E+000, 7.8297955E+001, 7.8879996E+001, 0.0000000E+000, 1.3143415E-002, 0.0000000E+000, 0.0000000E+000
 8.5802010E+001, 2.1940106E+002, 0.0000000E+000,-6.5808811E+001,-5.5327028E+001,-1.7575857E+001, 2.9524177E-002, 0.0000000E+000, 0.0000000E+000, 8.0784231E+001, 8.0718887E+001, 0.0000000E+000, 1.3230166E-002, 0.0000000E+000, 0.0000000E+000
 8.6121750E+001, 2.2072011E+002, 0.0000000E+000,-6.6903016E+001,-5.3991862E+001,-1.7731828E+001, 2.9867729E-002, 0.0000000E+000, 0.0000000E+000, 8.2754868E+001, 8.2123273E+001, 0.0000000E+000, 1.3327758E-002, 0.0000000E+000, 0.0000000E+000
 8.6441490E+001, 2.2013831E+002, 0.0000000E+000,-6.8456208E+001,-5.0747262E+001,-1.8590527E+001, 3.0421077E-002, 0.0000000E+000, 0.0000000E+000, 8.2665277E+001, 8.2374731E+001, 0.0000000E+000, 1.3431823E-002, 0.0000000E+000, 0.0000000E+000
 8.6739311E+001, 2.2057071E+002, 0.0000000E+000,-6.9914622E+001,-4.7173068E+001,-1.8990423E+001, 3.1076338E-002, 0.0000000E+000, 0.0000000E+000, 8.5444276E+001, 8.4523669E+001, 0.0000000E+000, 1.3530750E-002, 0.0000000E+000, 0.0000000E+000
 8.7015656E+001, 2.1878992E+002, 0.0000000E+000,-6.8382686E+001,-4.5330106E+001,-1.9136555E+001, 3.1207794E-002, 0.0000000E+000, 0.0000000E+000, 8.5453269E+001, 8.5971784E+001, 0.0000000E+000, 1.3627317E-002, 0.0000000E+000, 0.0000000E+000
 8.7347267E+001, 2.2125379E+002, 0.0000000E+000,-6.7825568E+001,-4.3782321E+001,-1.9156585E+001, 3.1299466E-002, 0.0000000E+000, 0.0000000E+000, 9.0317431E+001, 9.0520618E+001, 0.0000000E+000, 1.3727913E-002, 0.0000000E+000, 0.0000000E+000
 8.7623619E+001, 2.2482091E+002, 0.0000000E+000,-6.6627675E+001,-4.0508670E+001,-1.9107084E+001, 3.1367949E-002, 0.0000000E+000, 0.0000000E+000, 9.8403714E+001, 9.8608850E+001, 0.0000000E+000, 1.3825041E-002, 0.0000000E+000, 0.0000000E+000
 8.7949669E+001, 2.2581515E+002, 0.0000000E+000,-6.9472090E+001,-3.6906107E+001,-1.9248250E+001, 3.1132394E-002, 0.0000000E+000, 0.0000000E+000, 1.0016753E+002, 1.0021984E+002, 0.0000000E+000, 1.3922221E-002, 0.0000000E+000, 0.0000000E+000
 8.8203156E+001, 2.2776466E+002, 0.0000000E+000,-7.1328068E+001,-3.4875483E+001,-1.9754946E+001, 3.1308000E-002, 0.0000000E+000, 0.0000000E+000, 1.0273829E+002, 1.0183747E+002, 0.0000000E+000, 1.4015623E-002, 0.0000000E+000, 0.0000000E+000
 8.8531204E+001, 2.2920639E+002, 0.0000000E+000,-7.1967666E+001,-3.5809027E+001,-2.0603607E+001, 3.1578954E-002, 0.0000000E+000, 0.0000000E+000, 1.0216733E+002, 1.0085766E+002, 0.0000000E+000, 1.4111653E-002, 0.0000000E+000, 0.0000000E+000
 8.8842285E+001, 2.3346163E+002, 0.0000000E+000,-7.4898517E+001,-3.9016443E+001,-2.1073005E+001, 3.1817593E-002, 0.0000000E+000, 0.0000000E+000, 9.8862338E+001, 9.8505487E+001, 0.0000000E+000, 1.4216467E-002, 0.0000000E+000, 0.0000000E+000
 8.9136406E+001, 2.3424151E+002, 0.0000000E+000,-7.5956025E+001,-4.2466559E+001,-2.1016029E+001, 3.2245872E-002, 0.0000000E+000, 0.0000000E+000, 9.6204962E+001, 9.4835141E+001, 0.0000000E+000, 1.4313279E-002, 0.0000000E+000, 0.0000000E+000
 8.9430527E+001, 2.3448996E+002, 0.0000000E+000,-7.3854646E+001,-4.5970409E+001,-2.0835208E+001, 3.2308605E-002, 0.0000000E+000, 0.0000000E+000, 9.3526459E+001, 9.3862006E+001, 0.0000000E+000, 1.4410840E-002, 0.0000000E+000, 0.0000000E+000
 8.9724640E+001, 2.3719420E+002, 0.0000000E+000,-7.2985080E+001,-4.9609258E+001,-2.0865119E+001, 3.2601621E-002, 0.0000000E+000, 0.0000000E+000, 9.4619288E+001, 9.3767347E+001, 0.0000000E+000, 1.4504065E-002, 0.0000000E+000, 0.0000000E+000
 9.0018761E+001, 2.3787509E+002, 0.0000000E+000,-7.6168864E+001,-5.2417931E+001,-2.1030839E+001, 3.2644838E-002, 0.0000000E+000, 0.0000000E+000, 8.9161150E+001, 8.8290103E+001, 0.0000000E+000, 1.4599458E-002, 0.0000000E+000, 0.0000000E+000
 9.0337387E+001, 2.3806037E+002, 0.0000000E+000,-7.8302629E+001,-5.5118348E+001,-2.1318041E+001, 3.2838521E-002, 0.0000000E+000, 0.0000000E+000, 8.4072457E+001, 8.3354191E+001, 0.0000000E+000, 1.4699787E-002, 0.0000000E+000, 0.0000000E+000
 9.0606995E+001, 2.4098842E+002, 0.0000000E+000,-7.7362965E+001,-5.9892767E+001,-2.1530585E+001, 3.2992298E-002, 0.0000000E+000, 0.0000000E+000, 8.2226708E+001, 8.2235097E+001, 0.0000000E+000, 1.4795447E-002, 0.0000000E+000, 0.0000000E+000
 9.0906754E+001, 2.4489584E+002, 0.0000000E+000,-7.7130329E+001,-6.7346948E+001,-2.1685639E+001, 3.2336702E-002, 0.0000000E+000, 0.0000000E+000, 7.9136403E+001, 7.8765265E+001, 0.0000000E+000, 1.4888855E-002, 0.0000000E+000, 0.0000000E+000
 9.1242607E+001, 2.4630622E+002, 0.0000000E+000,-7.6355471E+001,-7.3506793E+001,-2.1985396E+001, 3.3183006E-002, 0.0000000E+000, 0.0000000E+000, 7.4563191E+001, 7.4491738E+001, 0.0000000E+000, 1.4990941E-002, 0.0000000E+000, 0.0000000E+000
 9.1508804E+001, 2.4705519E+002, 0.0000000E+000,-7.6081511E+001,-7.3045138E+001,-2.2507681E+001, 3.3767437E-002, 0.0000000E+000, 0.0000000E+000, 7.5747803E+001, 7.5454631E+001, 0.0000000E+000, 1.5090186E-002, 0.0000000E+000, 0.0000000E+000
 9.1810974E+001, 2.4775971E+002, 0.0000000E+000,-7.7524211E+001,-7.0124475E+001,-2.3060222E+001, 3.3854251E-002, 0.0000000E+000, 0.0000000E+000, 7.7704950E+001, 7.7084657E+001, 0.0000000E+000, 1.5181037E-002, 0.0000000E+000, 0.0000000E+000
 9.2115280E+001, 2.4726865E+002, 0.0000000E+000,-8.1812037E+001,-6.6711475E+001,-2.3114118E+001, 3.3942701E-002, 0.0000000E+000, 0.0000000E+000, 7.5242549E+001, 7.5664959E+001, 0.0000000E+000, 1.5280951E-002, 0.0000000E+000, 0.0000000E+000
 9.2407112E+001, 2.5223464E+002, 0.0000000E+000,-8.2388496E+001,-6.4833204E+001,-2.2944902E+001, 3.4112977E-002, 0.0000000E+000, 0.0000000E+000, 8.1728405E+001, 8.2102150E+001, 0.0000000E+000, 1.5376377E-002, 0.0000000E+000, 0.0000000E+000
 9.2727592E+001, 2.5360011E+002, 0.0000000E+000,-8.0261705E+001,-6.4989199E+001,-2.2798550E+001, 3.4432586E-002, 0.0000000E+000, 0.0000000E+000, 8.5092726E+001, 8.5585084E+001, 0.0000000E+000, 1.5475958E-002, 0.0000000E+000, 0.0000000E+000
 9.3002281E+001, 2.5583182E+002, 0.0000000E+000,-7.8688827E+001,-6.5920800E+001,-2.3460227E+001, 3.4702463E-002, 0.0000000E+000, 0.0000000E+000, 8.8156853E+001, 8.7796667E+001, 0.0000000E+000, 1.5572900E-002, 0.0000000E+000, 0.0000000E+000
 9.3322754E+001, 2.5800289E+002, 0.0000000E+000,-8.2367587E+001,-6.6114895E+001,-2.4070697E+001, 3.5041540E-002, 0.0000000E+000, 0.0000000E+000, 8.5730053E+001, 8.5484756E+001, 0.0000000E+000, 1.5669222E-002, 0.0000000E+000, 0.0000000E+000
 9.3643234E+001, 2.5868693E+002, 0.0000000E+000,-8.1342711E+001,-6.8576119E+001,-2.4297619E+001, 3.5626808E-002, 0.0000000E+000, 0.0000000E+000, 8.5286239E+001, 8.4506112E+001, 0.0000000E+000, 1.5775145E-002, 0.0000000E+000, 0.0000000E+000
 9.3945396E+001, 2.5619425E+002, 0.0000000E+000,-8.0741487E+001,-7.0499199E+001,-2.4352817E+001, 3.5922008E-002, 0.0000000E+000, 0.0000000E+000, 8.0734281E+001, 8.0636673E+001, 0.0000000E+000, 1.5876423E-002, 0.0000000E+000, 0.0000000E+000
 9.4247559E+001, 2.5868493E+002, 0.0000000E+000,-7.6724857E+001,-7.0175711E+001,-2.4323375E+001, 3.5528509E-002, 0.0000000E+000, 0.0000000E+000, 8.7095746E+001, 8.7496520E+001, 0.0000000E+000, 1.5973984E-002, 0.0000000E+000, 0.0000000E+000
 9.4549721E+001, 2.6347340E+002, 0.0000000E+000,-7.8481511E+001,-6.9624540E+001,-2.4530302E+001, 3.6020217E-002, 0.0000000E+000, 0.0000000E+000, 9.1160360E+001, 9.0873064E+001, 0.0000000E+000, 1.6071545E-002, 0.0000000E+000, 0.0000000E+000
 9.4801521E+001, 2.6388779E+002, 0.0000000E+000,-7.7657949E+001,-6.9051013E+001,-2.4661241E+001, 3.6154166E-002, 0.0000000E+000, 0.0000000E+000, 9.2426690E+001, 9.2553742E+001, 0.0000000E+000, 1.6163902E-002, 0.0000000E+000, 0.0000000E+000
 9.5103683E+001, 2.6422839E+002, 0.0000000E+000,-8.2951183E+001,-6.8108750E+001,-2.4631637E+001, 3.6485910E-002, 0.0000000E+000, 0.0000000E+000, 9.0448235E+001, 8.8573306E+001, 0.0000000E+000, 1.6253659E-002, 0.0000000E+000, 0.0000000E+000
 9.5437546E+001, 2.6668528E+002, 0.0000000E+000,-8.4862948E+001,-6.7699427E+001,-2.4457490E+001, 3.6742585E-002, 0.0000000E+000, 0.0000000E+000, 8.9525501E+001, 8.9702157E+001, 0.0000000E+000, 1.6355502E-002, 0.0000000E+000, 0.0000000E+000
 9.5734543E+001, 2.6935825E+002, 0.0000000E+000,-8.5296399E+001,-7.0075140E+001,-2.4396081E+001, 3.6792554E-002, 0.0000000E+000, 0.0000000E+000, 8.9734478E+001, 8.9627425E+001, 0.0000000E+000, 1.6457453E-002, 0.0000000E+000, 0.0000000E+000
 9.6031540E+001, 2.6986179E+002, 0.0000000E+000,-8.4318890E+001,-7.1478212E+001,-2.4704990E+001, 3.7055690E-002, 0.0000000E+000, 0.0000000E+000, 8.9568460E+001, 8.9396751E+001, 0.0000000E+000, 1.6557182E-002, 0.0000000E+000, 0.0000000E+000
 9.6315529E+001, 2.7334093E+002, 0.0000000E+000,-8.5028580E+001,-7.2341106E+001,-2.5281586E+001, 3.7091067E-002, 0.0000000E+000, 0.0000000E+000, 9.0207146E+001, 9.0726748E+001, 0.0000000E+000, 1.6651183E-002, 0.0000000E+000, 0.0000000E+000
 9.6633667E+001, 2.7456646E+002, 0.0000000E+000,-8.3840968E+001,-7.6181657E+001,-2.6156622E+001, 3.7592862E-002, 0.0000000E+000, 0.0000000E+000, 9.0466426E+001, 8.8424810E+001, 0.0000000E+000, 1.6746385E-002, 0.0000000E+000, 0.0000000E+000
 9.6926865E+001, 2.7490345E+002, 0.0000000E+000,-8.6060107E+001,-8.0027378E+001,-2.6816160E+001, 3.7280750E-002, 0.0000000E+000, 0.0000000E+000, 8.2261684E+001, 8.2037088E+001, 0.0000000E+000, 1.6846577E-002, 0.0000000E+000, 0.0000000E+000
 9.7207779E+001, 2.7587715E+002, 0.0000000E+000,-8.4318084E+001,-8.1174327E+001,-2.7051305E+001, 3.7629451E-002, 0.0000000E+000, 0.0000000E+000, 8.2725248E+001, 8.3371067E+001, 0.0000000E+000, 1.6939958E-002, 0.0000000E+000, 0.0000000E+000
 9.7505333E+001, 2.7505553E+002, 0.0000000E+000,-8.3694111E+001,-8.1240193E+001,-2.7022424E+001, 3.7480044E-002, 0.0000000E+000, 0.0000000E+000, 8.4359498E+001, 8.3136284E+001, 0.0000000E+000, 1.7036648E-002, 0.0000000E+000, 0.0000000E+000
 9.7803902E+001, 2.7893190E+002, 0.0000000E+000,-8.8535970E+001,-8.1944820E+001,-2.7233912E+001, 3.7688792E-002, 0.0000000E+000, 0.0000000E+000, 8.2106516E+001, 8.1254891E+001, 0.0000000E+000, 1.7132690E-002, 0.0000000E+000, 0.0000000E+000
 9.8133102E+001, 2.8088443E+002, 0.0000000E+000,-9.1664862E+001,-8.4407729E+001,-2.7460408E+001, 3.8115657E-002, 0.0000000E+000, 0.0000000E+000, 7.8102751E+001, 7.7389546E+001, 0.0000000E+000, 1.7233604E-002, 0.0000000E+000, 0.0000000E+000
 9.8438728E+001, 2.8869014E+002, 0.0000000E+000,-9.0323884E+001,-9.0853011E+001,-2.7447120E+001, 3.8686860E-002, 0.0000000E+000, 0.0000000E+000, 8.0387099E+001, 8.0104814E+001, 0.0000000E+000, 1.7338805E-002, 0.0000000E+000, 0.0000000E+000
 9.8729576E+001, 2.8850299E+002, 0.0000000E+000,-9.3696741E+001,-9.6059686E+001,-2.7353398E+001, 3.8500484E-002, 0.0000000E+000, 0.0000000E+000, 7.2755155E+001, 7.1431661E+001, 0.0000000E+000, 1.7433700E-002, 0.0000000E+000, 0.0000000E+000
 9.9005753E+001, 2.8760856E+002, 0.0000000E+000,-9.2229032E+001,-9.7397397E+001,-2.7558663E+001, 3.8693287E-002, 0.0000000E+000, 0.0000000E+000, 6.9846752E+001, 7.0462162E+001, 0.0000000E+000, 1.7526287E-002, 0.0000000E+000, 0.0000000E+000
 9.9327965E+001, 2.9000563E+002, 0.0000000E+000,-9.2136267E+001,-9.7542882E+001,-2.8387238E+001, 3.9694660E-002, 0.0000000E+000, 0.0000000E+000, 7.2972625E+001, 7.1978942E+001, 0.0000000E+000, 1.7622300E-002, 0.0000000E+000, 0.0000000E+000
 9.9617950E+001, 2.9063854E+002, 0.0000000E+000,-9.6414028E+001,-9.6374598E+001,-2.9020679E+001, 3.9911882E-002, 0.0000000E+000, 0.0000000E+000, 7.1190781E+001, 6.8869146E+001, 0.0000000E+000, 1.7722442E-002, 0.0000000E+000, 0.0000000E+000
