s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CABLE_FUEL,MLR_PRODUCTS,MLR_HYDROGEN CYANIDE
 2.2832120E+002, 7.9052377E+002, 0.0000000E+000,-2.5995423E+002,-3.8939484E+002,-9.0253041E+001, 1.0084461E-001, 0.0000000E+000, 0.0000000E+000, 5.4650845E+001, 5.1022499E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.2862518E+002, 7.7883716E+002, 0.0000000E+000,-2.4645180E+002,-4.0514501E+002,-9.2867096E+001, 1.0200694E-001, 0.0000000E+000, 0.0000000E+000, 3.5817175E+001, 3.4475256E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.2892398E+002, 8.1834817E+002, 0.0000000E+000,-2.7614554E+002,-4.0227334E+002,-9.2896692E+001, 1.0206911E-001, 0.0000000E+000, 0.0000000E+000, 4.9002817E+001, 4.7134667E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.2922278E+002, 8.1089942E+002, 0.0000000E+000,-2.6734899E+002,-3.9972546E+002,-9.3396447E+001, 1.0206339E-001, 0.0000000E+000, 0.0000000E+000, 5.0402970E+001, 5.0530591E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.2952599E+002, 8.1348495E+002, 0.0000000E+000,-2.6462863E+002,-3.9247704E+002,-9.5060761E+001, 1.0114730E-001, 0.0000000E+000, 0.0000000E+000, 6.3583202E+001, 6.1419670E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.2981064E+002, 8.0056025E+002, 0.0000000E+000,-2.6976478E+002,-3.7792542E+002,-9.6761808E+001, 9.8389071E-002, 0.0000000E+000, 0.0000000E+000, 5.9765796E+001, 5.6206628E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3012091E+002, 7.9995938E+002, 0.0000000E+000,-2.6236527E+002,-3.7476482E+002,-9.8514785E+001, 9.7954861E-002, 0.0000000E+000, 0.0000000E+000, 6.8809751E+001, 6.4412465E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3040021E+002, 7.7537759E+002, 0.0000000E+000,-2.5000780E+002,-3.9759339E+002,-9.9846300E+001, 1.0083480E-001, 0.0000000E+000, 0.0000000E+000, 3.2268334E+001, 2.8030934E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3070081E+002, 7.9965980E+002, 0.0000000E+000,-2.6655586E+002,-4.1853997E+002,-9.9725460E+001, 1.0315066E-001, 0.0000000E+000, 0.0000000E+000, 1.6446655E+001, 1.4941666E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3100832E+002, 8.2504139E+002, 0.0000000E+000,-2.7466579E+002,-4.1013058E+002,-9.8534402E+001, 1.0270663E-001, 0.0000000E+000, 0.0000000E+000, 4.3372445E+001, 4.1813325E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3130838E+002, 8.0192816E+002, 0.0000000E+000,-2.6598869E+002,-4.0278133E+002,-9.6620900E+001, 1.0242265E-001, 0.0000000E+000, 0.0000000E+000, 4.3729202E+001, 3.6639661E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3162007E+002, 7.9255112E+002, 0.0000000E+000,-2.6487405E+002,-4.0929287E+002,-9.5299317E+001, 1.0099215E-001, 0.0000000E+000, 0.0000000E+000, 2.2933659E+001, 2.3185875E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3190343E+002, 8.2483476E+002, 0.0000000E+000,-2.6973326E+002,-4.1736770E+002,-9.5854532E+001, 1.0267292E-001, 0.0000000E+000, 0.0000000E+000, 4.6131626E+001, 4.1981945E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3223561E+002, 7.9664449E+002, 0.0000000E+000,-2.6796495E+002,-4.1609286E+002,-9.6515914E+001, 1.0375524E-001, 0.0000000E+000, 0.0000000E+000, 2.2840945E+001, 1.6174520E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3253239E+002, 7.9650877E+002, 0.0000000E+000,-2.6226730E+002,-4.1264128E+002,-9.3811895E+001, 1.0330510E-001, 0.0000000E+000, 0.0000000E+000, 2.2921278E+001, 2.7891600E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3282375E+002, 8.1989552E+002, 0.0000000E+000,-2.6917955E+002,-4.0767425E+002,-9.2493346E+001, 1.0294806E-001, 0.0000000E+000, 0.0000000E+000, 5.3913646E+001, 5.0651318E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3311473E+002, 7.8314114E+002, 0.0000000E+000,-2.5235423E+002,-4.0849133E+002,-9.3125756E+001, 1.0274031E-001, 0.0000000E+000, 0.0000000E+000, 3.5044541E+001, 2.9272559E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3340572E+002, 7.9674136E+002, 0.0000000E+000,-2.4496596E+002,-4.2486806E+002,-9.4887801E+001, 1.0216660E-001, 0.0000000E+000, 0.0000000E+000, 3.0817286E+001, 3.2121705E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3370688E+002, 7.8497216E+002, 0.0000000E+000,-2.5327062E+002,-4.2882431E+002,-9.5376217E+001, 1.0310006E-001, 0.0000000E+000, 0.0000000E+000, 1.4546845E+001, 7.6041154E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3400122E+002, 8.1922556E+002, 0.0000000E+000,-2.9413646E+002,-4.2246790E+002,-9.5261084E+001, 1.0092703E-001, 0.0000000E+000, 0.0000000E+000, 8.9857208E+000, 7.4610439E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3431573E+002, 7.9115341E+002, 0.0000000E+000,-2.9559993E+002,-4.0820810E+002,-9.4663201E+001, 1.0315912E-001, 0.0000000E+000, 0.0000000E+000, 2.0118431E+000,-7.2146600E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3462711E+002, 7.9733922E+002, 0.0000000E+000,-2.6072821E+002,-4.2283664E+002,-9.5384878E+001, 1.0050404E-001, 0.0000000E+000, 0.0000000E+000, 1.1430799E+001, 1.8489995E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3490039E+002, 8.1053816E+002, 0.0000000E+000,-2.7146010E+002,-4.4673900E+002,-9.5814852E+001, 9.9882930E-002, 0.0000000E+000, 0.0000000E+000,-1.5799932E+000,-3.3759027E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3521150E+002, 7.8647752E+002, 0.0000000E+000,-2.7367334E+002,-4.6159243E+002,-9.5246771E+001, 1.0228750E-001, 0.0000000E+000, 0.0000000E+000,-3.3086813E+001,-4.3932729E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3552531E+002, 7.9408781E+002, 0.0000000E+000,-2.5577706E+002,-4.6235360E+002,-9.4443839E+001, 1.0137062E-001, 0.0000000E+000, 0.0000000E+000,-2.3178976E+001,-1.8385320E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3583173E+002, 7.9975982E+002, 0.0000000E+000,-2.4508030E+002,-4.3796961E+002,-9.3418234E+001, 1.0112955E-001, 0.0000000E+000, 0.0000000E+000, 2.5831528E+001, 2.3392807E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3611951E+002, 7.7024274E+002, 0.0000000E+000,-2.5906172E+002,-4.2329895E+002,-9.3108969E+001, 1.0107099E-001, 0.0000000E+000, 0.0000000E+000, 1.2538245E+000,-5.1258238E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3642328E+002, 8.0433425E+002, 0.0000000E+000,-2.7285788E+002,-4.0882149E+002,-9.3718157E+001, 1.0240514E-001, 0.0000000E+000, 0.0000000E+000, 2.4401682E+001, 2.9039127E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3672557E+002, 8.3053442E+002, 0.0000000E+000,-2.6805708E+002,-4.0953089E+002,-9.4215382E+001, 1.0026887E-001, 0.0000000E+000, 0.0000000E+000, 6.1572940E+001, 5.8831340E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3702237E+002, 7.9998526E+002, 0.0000000E+000,-2.6762916E+002,-3.9677648E+002,-9.4779148E+001, 1.0058127E-001, 0.0000000E+000, 0.0000000E+000, 4.0851745E+001, 4.0901065E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3732512E+002, 7.9021850E+002, 0.0000000E+000,-2.6374438E+002,-3.7484913E+002,-9.6413991E+001, 1.0150171E-001, 0.0000000E+000, 0.0000000E+000, 5.9738706E+001, 5.5312498E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3763528E+002, 7.9599926E+002, 0.0000000E+000,-2.7160186E+002,-3.6707556E+002,-9.6513192E+001, 1.0033138E-001, 0.0000000E+000, 0.0000000E+000, 5.9998830E+001, 6.0908982E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3792781E+002, 8.1662541E+002, 0.0000000E+000,-2.8603844E+002,-3.6581254E+002,-9.4413447E+001, 9.9403919E-002, 0.0000000E+000, 0.0000000E+000, 7.2324641E+001, 7.0460379E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3821159E+002, 7.9452775E+002, 0.0000000E+000,-2.5779174E+002,-3.6012210E+002,-9.2943495E+001, 9.8857600E-002, 0.0000000E+000, 0.0000000E+000, 8.5037522E+001, 8.3769276E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3853004E+002, 7.9736244E+002, 0.0000000E+000,-2.5487326E+002,-3.5841976E+002,-9.4766376E+001, 9.7376207E-002, 0.0000000E+000, 0.0000000E+000, 9.2074375E+001, 8.9400429E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3883052E+002, 7.9477231E+002, 0.0000000E+000,-2.5296427E+002,-3.6240372E+002,-9.5368215E+001, 1.0138578E-001, 0.0000000E+000, 0.0000000E+000, 8.6331870E+001, 8.4137484E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3910767E+002, 7.8823300E+002, 0.0000000E+000,-2.5049110E+002,-3.6310866E+002,-9.6176613E+001, 1.0002120E-001, 0.0000000E+000, 0.0000000E+000, 8.2571880E+001, 7.8556641E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3943102E+002, 8.0807485E+002, 0.0000000E+000,-2.4739990E+002,-3.8100249E+002,-9.8196991E+001, 1.0245791E-001, 0.0000000E+000, 0.0000000E+000, 8.4568747E+001, 8.1577927E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.3972910E+002, 7.8883355E+002, 0.0000000E+000,-2.4863141E+002,-4.0430454E+002,-9.9025704E+001, 1.0166774E-001, 0.0000000E+000, 0.0000000E+000, 3.9597295E+001, 3.6973565E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4003836E+002, 8.2190465E+002, 0.0000000E+000,-2.7604174E+002,-4.3147471E+002,-9.7587413E+001, 1.0271328E-001, 0.0000000E+000, 0.0000000E+000, 2.1282410E+001, 1.6903502E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4032822E+002, 8.0343352E+002, 0.0000000E+000,-2.6006708E+002,-4.4445657E+002,-9.5642578E+001, 9.9845002E-002, 0.0000000E+000, 0.0000000E+000, 8.2133797E+000, 3.3671377E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4063086E+002, 8.0400982E+002, 0.0000000E+000,-2.6777551E+002,-4.5001953E+002,-9.4919669E+001, 1.0236495E-001, 0.0000000E+000, 0.0000000E+000,-6.1901271E+000,-8.6025248E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4092178E+002, 7.9899371E+002, 0.0000000E+000,-2.7252707E+002,-4.5467733E+002,-9.5536986E+001, 1.0375749E-001, 0.0000000E+000, 0.0000000E+000,-2.1497664E+001,-2.3643922E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4121269E+002, 8.0443505E+002, 0.0000000E+000,-2.5186816E+002,-4.5526715E+002,-9.5274987E+001, 1.0182678E-001, 0.0000000E+000, 0.0000000E+000, 8.3843131E-001, 2.1265828E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4150362E+002, 7.7626925E+002, 0.0000000E+000,-2.5106937E+002,-4.4002718E+002,-9.4797928E+001, 1.0051093E-001, 0.0000000E+000, 0.0000000E+000,-4.9572292E+000,-9.5247149E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4182408E+002, 7.8841162E+002, 0.0000000E+000,-2.6626252E+002,-4.1159049E+002,-9.4866149E+001, 1.0221103E-001, 0.0000000E+000, 0.0000000E+000, 1.2337662E+001, 1.5794672E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4210065E+002, 8.0990419E+002, 0.0000000E+000,-2.7499470E+002,-3.9641508E+002,-9.5777647E+001, 1.0244739E-001, 0.0000000E+000, 0.0000000E+000, 4.5881973E+001, 4.2819202E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4243253E+002, 8.1461385E+002, 0.0000000E+000,-2.6883766E+002,-3.9225815E+002,-9.5444880E+001, 1.0102105E-001, 0.0000000E+000, 0.0000000E+000, 5.9318766E+001, 5.8174180E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4270517E+002, 8.0680009E+002, 0.0000000E+000,-2.8523138E+002,-3.8619485E+002,-9.4742820E+001, 1.0072313E-001, 0.0000000E+000, 0.0000000E+000, 4.3393302E+001, 4.0731757E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4301909E+002, 7.7951075E+002, 0.0000000E+000,-2.6112952E+002,-3.8366497E+002,-9.6866954E+001, 1.0340533E-001, 0.0000000E+000, 0.0000000E+000, 3.8356383E+001, 3.7952712E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4333015E+002, 7.9827898E+002, 0.0000000E+000,-2.6144057E+002,-3.9944038E+002,-9.8926413E+001, 1.0315473E-001, 0.0000000E+000, 0.0000000E+000, 4.2552799E+001, 3.8574778E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4360266E+002, 8.2793328E+002, 0.0000000E+000,-2.8773709E+002,-3.9890599E+002,-9.7675383E+001, 1.0260984E-001, 0.0000000E+000, 0.0000000E+000, 4.4763514E+001, 4.3717427E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4392525E+002, 8.0479079E+002, 0.0000000E+000,-2.7100126E+002,-4.0507825E+002,-9.6713681E+001, 1.0211199E-001, 0.0000000E+000, 0.0000000E+000, 3.4003594E+001, 3.2099706E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4420296E+002, 7.9655880E+002, 0.0000000E+000,-2.5748508E+002,-4.1983581E+002,-9.8433425E+001, 1.0120197E-001, 0.0000000E+000, 0.0000000E+000, 2.4568301E+001, 2.0905689E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4452386E+002, 7.8615548E+002, 0.0000000E+000,-2.6599999E+002,-4.2387629E+002,-1.0070755E+002, 1.0105778E-001, 0.0000000E+000, 0.0000000E+000,-1.6741387E+000,-4.3273039E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4482935E+002, 8.1188165E+002, 0.0000000E+000,-2.7543921E+002,-4.2794696E+002,-9.9831834E+001, 1.0313081E-001, 0.0000000E+000, 0.0000000E+000, 1.1461730E+001, 8.7667767E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4510178E+002, 8.3053093E+002, 0.0000000E+000,-2.8090072E+002,-4.3039678E+002,-9.9188629E+001, 1.0338003E-001, 0.0000000E+000, 0.0000000E+000, 1.8490559E+001, 2.0148178E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4543172E+002, 8.1101629E+002, 0.0000000E+000,-2.6260248E+002,-4.3438134E+002,-9.9865175E+001, 1.0229129E-001, 0.0000000E+000, 0.0000000E+000, 1.7075779E+001, 1.4269588E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4570366E+002, 7.7740502E+002, 0.0000000E+000,-2.6159344E+002,-4.3995926E+002,-9.9137862E+001, 1.0110183E-001, 0.0000000E+000, 0.0000000E+000,-1.4993763E+001,-2.3184446E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4601332E+002, 7.6231773E+002, 0.0000000E+000,-2.5115237E+002,-4.4119872E+002,-9.8327733E+001, 1.0476514E-001, 0.0000000E+000, 0.0000000E+000,-2.8991879E+001,-2.8256331E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4631898E+002, 8.3228750E+002, 0.0000000E+000,-3.0730632E+002,-4.2598352E+002,-9.8588329E+001, 1.0471970E-001, 0.0000000E+000, 0.0000000E+000,-2.6034775E+000, 5.1405108E-001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4660483E+002, 8.0446580E+002, 0.0000000E+000,-2.4611915E+002,-4.0939126E+002,-9.7460452E+001, 1.0217480E-001, 0.0000000E+000, 0.0000000E+000, 5.0839457E+001, 5.1597107E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4691351E+002, 7.7864245E+002, 0.0000000E+000,-2.7181815E+002,-3.9693987E+002,-9.6950160E+001, 1.0350296E-001, 0.0000000E+000, 0.0000000E+000, 2.0655338E+001, 1.3037762E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4721294E+002, 7.6821120E+002, 0.0000000E+000,-2.6325346E+002,-3.9990753E+002,-9.8376191E+001, 1.0385232E-001, 0.0000000E+000, 0.0000000E+000, 1.4706987E+000, 6.7778737E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4750233E+002, 8.4066299E+002, 0.0000000E+000,-2.9595441E+002,-4.0893433E+002,-1.0001991E+002, 1.0147719E-001, 0.0000000E+000, 0.0000000E+000, 3.5508598E+001, 3.5855828E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4780786E+002, 7.9967917E+002, 0.0000000E+000,-2.6572821E+002,-4.1510331E+002,-9.9468385E+001, 1.0148502E-001, 0.0000000E+000, 0.0000000E+000, 2.5366987E+001, 1.9480751E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4812823E+002, 7.8223753E+002, 0.0000000E+000,-2.7218305E+002,-4.0617425E+002,-1.0035972E+002, 1.0092673E-001, 0.0000000E+000, 0.0000000E+000, 4.8466117E+000, 3.6214392E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4842882E+002, 8.0648545E+002, 0.0000000E+000,-2.5250658E+002,-4.1399541E+002,-1.0169594E+002, 1.0210727E-001, 0.0000000E+000, 0.0000000E+000, 3.3478708E+001, 3.8389624E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4872185E+002, 8.1128934E+002, 0.0000000E+000,-2.6319576E+002,-4.3751225E+002,-1.0020702E+002, 1.0207098E-001, 0.0000000E+000, 0.0000000E+000, 1.5078652E+001, 1.0476378E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4901018E+002, 8.0574466E+002, 0.0000000E+000,-2.6606806E+002,-4.2420980E+002,-9.8719993E+001, 1.0195063E-001, 0.0000000E+000, 0.0000000E+000, 2.0273268E+001, 1.6848754E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4930052E+002, 7.9764600E+002, 0.0000000E+000,-2.8842763E+002,-4.0957740E+002,-9.8590999E+001, 1.0220449E-001, 0.0000000E+000, 0.0000000E+000, 6.3929287E+000, 1.1521777E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4961713E+002, 7.9314345E+002, 0.0000000E+000,-2.6762472E+002,-4.0750242E+002,-9.9463060E+001, 1.0274803E-001, 0.0000000E+000, 0.0000000E+000, 1.3550190E+001, 1.8655997E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.4991577E+002, 8.0002180E+002, 0.0000000E+000,-2.5309572E+002,-4.0756554E+002,-9.9003711E+001, 1.0108362E-001, 0.0000000E+000, 0.0000000E+000, 4.1372932E+001, 4.0457913E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5021790E+002, 7.8746047E+002, 0.0000000E+000,-2.5639661E+002,-4.0829819E+002,-9.8854754E+001, 1.0185162E-001, 0.0000000E+000, 0.0000000E+000, 2.5490036E+001, 2.4012759E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5050452E+002, 8.1118113E+002, 0.0000000E+000,-2.7269719E+002,-4.2032386E+002,-1.0018439E+002, 1.0277938E-001, 0.0000000E+000, 0.0000000E+000, 1.9776338E+001, 1.8078473E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5082945E+002, 8.1552102E+002, 0.0000000E+000,-2.6960572E+002,-4.4670234E+002,-9.9688476E+001, 1.0282446E-001, 0.0000000E+000, 0.0000000E+000, 4.7326671E+000,-3.7269458E-001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5112572E+002, 7.9059300E+002, 0.0000000E+000,-2.7612154E+002,-4.4203352E+002,-9.8282677E+001, 1.0299564E-001, 0.0000000E+000, 0.0000000E+000,-2.5387431E+001,-2.5741743E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5140421E+002, 8.0747074E+002, 0.0000000E+000,-2.8495517E+002,-4.4586770E+002,-9.8900706E+001, 1.0556229E-001, 0.0000000E+000, 0.0000000E+000,-1.9885419E+001,-2.2147273E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5172105E+002, 8.1169806E+002, 0.0000000E+000,-2.7169045E+002,-4.5843606E+002,-9.9457543E+001, 1.0553674E-001, 0.0000000E+000, 0.0000000E+000,-1.9655173E+001,-1.7780455E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5200714E+002, 7.9713148E+002, 0.0000000E+000,-2.7335002E+002,-4.5164497E+002,-9.6551683E+001, 1.0522494E-001, 0.0000000E+000, 0.0000000E+000,-2.0429050E+001,-2.4309967E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5230923E+002, 7.8114958E+002, 0.0000000E+000,-2.4785593E+002,-4.3967335E+002,-9.5537693E+001, 1.0111042E-001, 0.0000000E+000, 0.0000000E+000,-2.9310419E+000,-1.8162824E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5260242E+002, 7.8647273E+002, 0.0000000E+000,-2.5227528E+002,-4.1291271E+002,-9.6620107E+001, 1.0017267E-001, 0.0000000E+000, 0.0000000E+000, 2.7618661E+001, 2.4764814E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5290895E+002, 7.6396632E+002, 0.0000000E+000,-2.6318436E+002,-3.9345860E+002,-9.7203795E+001, 9.9611223E-002, 0.0000000E+000, 0.0000000E+000, 1.2170156E+001, 1.0219172E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5320879E+002, 7.8733331E+002, 0.0000000E+000,-2.8032444E+002,-3.9328810E+002,-9.6897366E+001, 1.0019308E-001, 0.0000000E+000, 0.0000000E+000, 1.4654243E+001, 1.6923589E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5352719E+002, 8.2385060E+002, 0.0000000E+000,-2.9240463E+002,-3.9904897E+002,-9.5582998E+001, 1.0009236E-001, 0.0000000E+000, 0.0000000E+000, 3.8681386E+001, 3.6914102E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5380687E+002, 8.1620859E+002, 0.0000000E+000,-2.9190415E+002,-4.1079107E+002,-9.6628212E+001, 9.8508346E-002, 0.0000000E+000, 0.0000000E+000, 2.2151218E+001, 1.6983665E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5413123E+002, 7.7638017E+002, 0.0000000E+000,-2.6033859E+002,-4.1904724E+002,-9.8766871E+001, 9.7824679E-002, 0.0000000E+000, 0.0000000E+000,-1.9060452E+000,-1.6747018E+000, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5442532E+002, 7.9244549E+002, 0.0000000E+000,-2.7065846E+002,-4.4452138E+002,-1.0053609E+002, 9.7207311E-002, 0.0000000E+000, 0.0000000E+000,-2.0691328E+001,-2.3173225E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5471944E+002, 8.2531774E+002, 0.0000000E+000,-2.9313299E+002,-4.6306188E+002,-9.9445264E+001, 1.0058272E-001, 0.0000000E+000, 0.0000000E+000,-2.9854443E+001,-3.0221806E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5501355E+002, 8.2953797E+002, 0.0000000E+000,-2.8333036E+002,-4.7952320E+002,-9.8391102E+001, 9.9432305E-002, 0.0000000E+000, 0.0000000E+000,-2.9554643E+001,-3.1607253E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5532332E+002, 8.1117095E+002, 0.0000000E+000,-2.7354859E+002,-5.0370521E+002,-9.9171172E+001, 9.8261992E-002, 0.0000000E+000, 0.0000000E+000,-6.0496768E+001,-6.5155766E+001, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
 2.5560701E+002, 7.7929509E+002, 0.0000000E+000,-2.7158750E+002,-5.0845608E+002,-1.0156289E+002, 1.0214566E-001, 0.0000000E+000, 0.0000000E+000,-9.9403722E+001,-1.0220923E+002, 0.0000000E+000, 4.8780488E-002, 0.0000000E+000, 0.0000000E+000
